window_start,window_end,n_trials,n_neurons_used,neuron_mode,n_features_fc,n_components_svd,n_splits,accuracy_mean,accuracy_std,shuffle_accuracy_mean,shuffle_accuracy_std,accuracy_minus_shuffle,activity_decoder_accuracy_ref,fc_minus_activity_ref,recall_Divergent,recall_Convergent,recall_Random
10,30,165,173,rr_union,14878,40,3,0.6606060606060606,0.055546372060070806,0.3347474747474747,0.03441977296449916,0.32585858585858596,0.9722222222222222,-0.31161616161616157,0.18181818181818182,0.8909090909090909,0.9090909090909091
