Class_ID,Class_Name,N_Trials,N_Neurons,Effective_Dim_PR,Effective_Dim_eRank,Effective_Dim_90Var
1,Divergent,55,173,9.469943546811436,15.967241954428152,17.0
2,Convergent,55,173,10.747546152421444,17.25568593225698,18.0
3,Random,55,173,9.876006901402308,16.13418564480785,17.0
