repeat_idx,accuracy_mean
0,0.9888888888888889
1,0.9722222222222222
2,0.9722222222222222
3,0.9666666666666667
4,0.9777777777777779
5,0.9611111111111111
6,0.9666666666666667
7,0.9555555555555556
8,0.9555555555555556
9,0.9555555555555556
10,0.9722222222222222
11,0.9722222222222222
12,0.9666666666666667
13,0.9722222222222222
14,0.9555555555555556
15,0.9611111111111111
16,0.9611111111111111
17,0.9611111111111111
18,0.9722222222222222
19,0.9722222222222222
