importance_strong_tail_decile10,importance_weak_tail_decile1,importance_gap_d10_minus_d1,corr_mean_decile10,corr_mean_decile1
0.13018724062348758,0.0785960622776186,0.051591178345868974,0.32993418157296583,0.022046999229931922
