Class_ID,Class_Name,Mean_Signal_Corr,Mean_Noise_Corr,Mean_Abs_Signal_Corr,Mean_Abs_Noise_Corr,Signal_Noise_Coupling_r
1,Divergent,0.8009846521722728,0.1431448058458975,0.8009846521722728,0.19950282096005373,0.24377133372340853
2,Convergent,0.8310714966271424,0.15647749662143265,0.8310714966271424,0.19241899048842467,0.2730630004020246
3,Random,0.7164699186928003,0.1616325127536905,0.7223828211467255,0.20632198436060725,0.17983908122240938
