window_start,window_end,n_trials,n_neurons_total,n_neurons_removed,removed_ratio,full_accuracy_mean,full_accuracy_std,top10_ablation_accuracy_mean,top10_ablation_accuracy_std,random_drop_mean_accuracy,random_drop_std_accuracy,delta_full_minus_top10,delta_top10_minus_random_mean,ablation_rank_in_random
21,24,180,343,35,0.10204081632653061,0.9722222222222222,0.025458753860865796,0.9611111111111109,0.019245008972987525,0.9669444444444444,0.00873310119775411,0.011111111111111294,-0.005833333333333468,0.2
