neuron_local_idx,neuron_global_idx,membership_count,coarse_overlap,detail_overlap,rr_label_single,preferred_class,selectivity_index,decoder_importance,ablation_effect_proxy,ablation_drop_actual,is_important_neuron,resp_Divergent,resp_Convergent,resp_Random
0,0,1,Condition_Biased,Biased_Divergent,Divergent,Divergent,0.2917276219643657,0.005272590098388399,0.005272590098388399,,0,0.0343514179262603,0.02146878925019077,0.01620193954670068
1,1,1,Condition_Biased,Biased_Random,Random,Divergent,0.18522513082998363,0.0042494248300666195,0.0042494248300666195,,0,0.06345250193149812,0.04106633743596456,0.046173635147737736
2,2,2,Shared_Core,Shared_Core,Shared_Core,Convergent,0.2654033845314804,0.005019486219075219,0.005019486219075219,,0,0.02325246330871377,0.027202742808700477,0.00833120881156488
3,3,2,Shared_Core,Shared_Core,Shared_Core,Divergent,0.14975705793446747,0.005323603216026212,0.005323603216026212,,0,0.15628810461250045,0.10773322850505196,0.12341622512674692
4,4,2,Shared_Core,Shared_Core,Shared_Core,Divergent,0.11689429361069385,0.005525634527180646,0.005525634527180646,,0,0.19203671560652794,0.1415295631442436,0.16214952333406968
5,5,2,Shared_Core,Shared_Core,Shared_Core,Divergent,0.12411848324881594,0.005434389845863666,0.005434389845863666,,0,0.22655000250225746,0.16428226087656286,0.18876052379156605
6,6,2,Shared_Core,Shared_Core,Shared_Core,Divergent,0.15173603297191798,0.005347229891021443,0.005347229891021443,,0,0.16140218413565108,0.10768145711836281,0.1300668690297188
7,7,1,Condition_Biased,Biased_Convergent,Convergent,Convergent,0.7153169857334013,0.006668172189707776,0.006668172189707776,0.0181818181818183,1,0.015509937118778946,0.06553939785118457,0.006244588124029564
8,8,1,Condition_Biased,Biased_Convergent,Convergent,Convergent,0.7960970434832034,0.005785753487604881,0.005785753487604881,,0,0.011504866743600496,0.06323793179616727,0.0028533788793014755
9,9,1,Condition_Biased,Biased_Random,Random,Random,0.2509814073975909,0.005027635866592327,0.005027635866592327,,0,0.014102662880955043,0.01845917238382051,0.02719174858260279
10,10,2,Shared_Core,Shared_Core,Shared_Core,Divergent,0.28581832067893476,0.005572016515019297,0.005572016515019297,,0,0.04403537733640562,0.039353160911964044,0.00956395160632603
11,11,2,Shared_Core,Shared_Core,Shared_Core,Convergent,0.28948617299819435,0.005233625214149608,0.005233625214149608,,0,0.0536602155796142,0.06027307877287505,0.012761366536671466
12,12,2,Shared_Core,Shared_Core,Shared_Core,Convergent,0.25633009411519386,0.005652063133252242,0.005652063133252242,,0,0.08304648111344025,0.08986584805740566,0.02334359436098373
13,13,2,Shared_Core,Shared_Core,Shared_Core,Convergent,0.2898026145147247,0.005409320785853336,0.005409320785853336,,0,0.10097299659404382,0.10757756668571679,0.01749676883672223
14,14,1,Condition_Biased,Biased_Random,Random,Random,0.21254493519608078,0.006221059022580138,0.006221059022580138,0.0,1,0.025965571854143374,0.02790043661592617,0.04147217960068674
15,15,1,Condition_Biased,Biased_Random,Random,Random,0.20599591099619446,0.0064322623577021485,0.0064322623577021485,0.0060606060606061,1,0.03364322944143687,0.034538835949244756,0.05178014395871397
16,16,1,Condition_Biased,Biased_Random,Random,Random,0.14271388516942987,0.00624295098087383,0.00624295098087383,0.0,1,0.03705279324804583,0.03851566032048256,0.050364236443331746
17,17,2,Shared_Core,Shared_Core,Shared_Core,Convergent,0.22519211684218435,0.005588266911685485,0.005588266911685485,,0,0.03487233442544777,0.06828136190220162,0.05148952955831632
18,18,2,Shared_Core,Shared_Core,Shared_Core,Convergent,0.21917492456758614,0.005566384274433216,0.005566384274433216,,0,0.034839450276546904,0.06693940399776376,0.050903725903481245
19,19,2,Shared_Core,Shared_Core,Shared_Core,Convergent,0.1927870051166911,0.006036261901137265,0.006036261901137265,0.0121212121212122,0,0.03490252053284998,0.06805198050779167,0.05720519485572974
20,20,2,Shared_Core,Shared_Core,Shared_Core,Convergent,0.18838491992177672,0.005491763006772731,0.005491763006772731,,0,0.03331524685966552,0.06330356570995516,0.0531519031208573
21,21,1,Condition_Biased,Biased_Convergent,Convergent,Convergent,0.1847987888637281,0.0053673562813772255,0.0053673562813772255,,0,0.023435861743505922,0.03903390564734027,0.030278722467747602
22,22,1,Condition_Biased,Biased_Random,Random,Random,0.5127529578460628,0.0053975725344239675,0.0053975725344239675,,0,0.01477839828278589,0.016107614240830855,0.04794580855293933
23,23,3,Shared_Core,Shared_Core,Shared_Core,Divergent,0.015978956377829454,0.005391597946163856,0.005391597946163856,,0,0.07624985153476398,0.07450517976567858,0.07319760091151252
24,24,1,Condition_Biased,Biased_Convergent,Convergent,Convergent,0.6429593400576316,0.005736513487180443,0.005736513487180443,,0,0.030531660453366336,0.07871456961418508,0.0036801440584840195
25,25,1,Condition_Biased,Biased_Convergent,Convergent,Convergent,0.4830125452249773,0.0060502013529081635,0.0060502013529081635,0.0060606060606061,0,0.024918376478136228,0.05463535002082902,0.013174073431979526
26,26,1,Condition_Biased,Biased_Convergent,Convergent,Convergent,0.6079686070721921,0.005384616151227531,0.005384616151227531,,0,0.040122846942595256,0.10008644378650441,0.008680379435871587
27,27,1,Condition_Biased,Biased_Convergent,Convergent,Convergent,0.6285102684620113,0.006034763826015945,0.006034763826015945,0.0181818181818183,0,0.02574440265595112,0.06733135578454172,0.004974356406565869
28,28,1,Condition_Biased,Biased_Divergent,Divergent,Divergent,0.2228324730738875,0.005897734884213311,0.005897734884213311,,0,0.07925159834645769,0.04355643313654043,0.057179800236146106
29,29,1,Condition_Biased,Biased_Divergent,Divergent,Convergent,0.04104214580280777,0.0052886297893138595,0.0052886297893138595,,0,0.028469182245473387,0.028606928091634204,0.02423346478661353
30,30,3,Shared_Core,Shared_Core,Shared_Core,Random,0.431212324118708,0.006051118757667018,0.006051118757667018,0.024242424242424288,0,0.028928002575412393,0.040858835989619216,0.08780058680215116
31,31,3,Shared_Core,Shared_Core,Shared_Core,Random,0.43272495951913476,0.006039933234606352,0.006039933234606352,0.0121212121212122,0,0.02976668745990322,0.04841287850978829,0.09872619760871837
32,32,3,Shared_Core,Shared_Core,Shared_Core,Convergent,0.04677273382466206,0.006143735187905055,0.006143735187905055,0.024242424242424288,0,0.06828770400475591,0.08184265987775116,0.08076977984217758
33,33,1,Condition_Biased,Biased_Divergent,Divergent,Convergent,0.015576790899769379,0.005470921899293559,0.005470921899293559,,0,0.0840081154238633,0.0848113681564216,0.08041131589208927
34,34,3,Shared_Core,Shared_Core,Shared_Core,Random,0.4463984347833511,0.006188506096565044,0.006188506096565044,0.0,1,0.021905113777686513,0.052274549956477824,0.09690484660818721
35,35,3,Shared_Core,Shared_Core,Shared_Core,Random,0.4103311649539388,0.006221310668062944,0.006221310668062944,0.0121212121212122,1,0.02554091602383602,0.056906231787430234,0.09859583473792582
36,36,1,Condition_Biased,Biased_Divergent,Divergent,Divergent,0.20895127715557707,0.005750662860957095,0.005750662860957095,,0,0.05401967133405388,0.033895905750493206,0.0367970871343983
37,37,3,Shared_Core,Shared_Core,Shared_Core,Random,0.25117593221311835,0.005696272186713913,0.005696272186713913,,0,0.0314088721023572,0.04667264234925073,0.06523141805646998
38,38,3,Shared_Core,Shared_Core,Shared_Core,Random,0.3956455826818839,0.006088246961752628,0.006088246961752628,0.024242424242424288,0,0.026689994394258464,0.04641098823772852,0.08440664995348815
39,39,1,Condition_Biased,Biased_Random,Random,Random,0.0818607368604506,0.005528745883974859,0.005528745883974859,,0,0.31362238421194977,0.3283265029371558,0.3782102149205677
40,40,3,Shared_Core,Shared_Core,Shared_Core,Convergent,0.2823050242999045,0.006664838099911021,0.006664838099911021,0.0060606060606061,1,0.08569247616074419,0.1396927581065231,0.07067716871247147
41,41,3,Shared_Core,Shared_Core,Shared_Core,Convergent,0.2545172774179144,0.006512532345784752,0.006512532345784752,0.0060606060606061,1,0.1039384734085811,0.16238323453242187,0.08905033266002482
42,42,3,Shared_Core,Shared_Core,Shared_Core,Convergent,0.2715392116838424,0.006211960912410463,0.006211960912410463,0.012121212121212088,1,0.10580643967434925,0.17534387176708569,0.09510145821806157
