level_type,overlap_category,n_neurons,n_important_neurons,important_fraction,mean_selectivity_index,sem_selectivity_index,mean_decoder_importance,sem_decoder_importance,mean_ablation_effect_proxy,sem_ablation_effect_proxy,n_actual_ablation_eval,mean_ablation_drop_actual,sem_ablation_drop_actual
coarse,Condition_Biased,94,18,0.19148936170212563,0.29879066834617696,0.01748761422161519,0.00572415200817418,5.0525410078515526e-05,0.00572415200817418,5.0525410078515526e-05,30,0.01373737373737379,0.0018362812891180157
coarse,Shared_Core,79,17,0.2151898734177188,0.2029544012397633,0.010311003151564453,0.005847211534571224,4.473429573377018e-05,0.005847211534571224,4.473429573377018e-05,30,0.013737373737373796,0.0015357934437342797
detail,Biased_Convergent,43,9,0.20930232558139047,0.3567761389789033,0.026671347008550155,0.005805446761423718,6.57061067114753e-05,0.005805446761423718,6.57061067114753e-05,17,0.012477718360071369,0.0020440900073404175
detail,Biased_Divergent,17,4,0.235294117647045,0.17999220489447712,0.02463768082238499,0.0056576795081723094,0.00012905739878142677,0.0056576795081723094,0.00012905739878142677,4,0.02424242424242426,0.004285495643554809
detail,Biased_Random,34,5,0.14705882352940744,0.28485533427181425,0.027239596638126643,0.005654574305536002,9.184882407714308e-05,0.005654574305536002,9.184882407714308e-05,9,0.011447811447811485,0.0038389744952832972
detail,Shared_Core,79,17,0.2151898734177188,0.2029544012397633,0.010311003151564453,0.005847211534571224,4.473429573377018e-05,0.005847211534571224,4.473429573377018e-05,30,0.013737373737373796,0.0015357934437342797
