Class_ID,Class_Name,Decile_Index,Decile_Label,Lower_Quantile,Upper_Quantile,Pair_Count,Mean_Correlation,Min_Correlation,Max_Correlation
1,Divergent,1,0-10%,0.0,0.1,1488,0.059119972869999905,-0.02837223818004436,0.08427884923390039
1,Divergent,2,10-20%,0.1,0.2,1488,0.10023588512641272,0.084286045198136,0.11417733531975317
1,Divergent,3,20-30%,0.2,0.3,1488,0.12624650632797288,0.11417908506934127,0.13822080791985214
1,Divergent,4,30-40%,0.3,0.4,1488,0.14924582979677797,0.1382256458714807,0.1597584709163819
1,Divergent,5,40-50%,0.4,0.5,1488,0.1699368048306346,0.1597796819671387,0.180686565039177
1,Divergent,6,50-60%,0.5,0.6,1488,0.19174878700573622,0.1806925991033215,0.20282631538235554
1,Divergent,7,60-70%,0.6,0.7,1488,0.21490835491762694,0.20283133993551056,0.22789727482545935
1,Divergent,8,70-80%,0.7,0.8,1488,0.2423548046197046,0.22790871085620293,0.2574540394293215
1,Divergent,9,80-90%,0.8,0.9,1487,0.2776149930288399,0.25750353970330137,0.30197361023604663
1,Divergent,10,90-100%,0.9,1.0,1487,0.40155469944863753,0.301974859316716,0.9548355758667669
2,Convergent,1,0-10%,0.0,0.1,1488,0.07434790085144635,-0.02087723128429467,0.10422713413481992
2,Convergent,2,10-20%,0.1,0.2,1488,0.11998095320893375,0.10430123313797006,0.13408831311027736
2,Convergent,3,20-30%,0.2,0.3,1488,0.14650184565299582,0.1340900555037608,0.15806737676429292
2,Convergent,4,30-40%,0.3,0.4,1488,0.1692467638831013,0.15807186619325697,0.18001305954989746
2,Convergent,5,40-50%,0.4,0.5,1488,0.19021406306171826,0.18002177101412054,0.20041029346739286
2,Convergent,6,50-60%,0.5,0.6,1488,0.21068256164021165,0.20041366619876422,0.22036794777321064
2,Convergent,7,60-70%,0.6,0.7,1488,0.23124169939515488,0.22038883967789352,0.24260294222608939
2,Convergent,8,70-80%,0.7,0.8,1488,0.25434856350075685,0.24260789746102884,0.26783083986564904
2,Convergent,9,80-90%,0.8,0.9,1487,0.2836963714203486,0.2678580586465515,0.30309406643230763
2,Convergent,10,90-100%,0.9,1.0,1487,0.4002164832206066,0.30310699740796904,0.9557426971368457
3,Random,1,0-10%,0.0,0.1,1488,0.03648407166034013,-0.039272104213853826,0.06679162328593075
3,Random,2,10-20%,0.1,0.2,1488,0.086535536641416,0.06679406515045445,0.10415473211165222
3,Random,3,20-30%,0.2,0.3,1488,0.11787344779660607,0.10421540251812539,0.1309275327738159
3,Random,4,30-40%,0.3,0.4,1488,0.14351095516117915,0.1309374728889507,0.15513202554341096
3,Random,5,40-50%,0.4,0.5,1488,0.1670145379386544,0.15515995559710935,0.17840382431637444
3,Random,6,50-60%,0.5,0.6,1488,0.1900027601736397,0.17841076817366258,0.20218784942115836
3,Random,7,60-70%,0.6,0.7,1488,0.2146607900423833,0.2022071004595275,0.22731047107470437
3,Random,8,70-80%,0.7,0.8,1488,0.24132531477454783,0.2273109832569849,0.2563023929566617
3,Random,9,80-90%,0.8,0.9,1487,0.27688567171387507,0.2563199352995328,0.30231752796124
3,Random,10,90-100%,0.9,1.0,1487,0.39842008505067383,0.3023463928906604,0.9466400278968542
