Class_ID,Class_Name,Decile_Index,Mean_Correlation,Noise_Mean_Corr,Corr_Delta_vs_D1,Noise_Delta_vs_D1
1,Divergent,1,0.059119972869999905,-0.19730059573773864,0.0,0.0
1,Divergent,2,0.10023588512641272,-0.07542994462940361,0.04111591225641282,0.12187065110833503
1,Divergent,3,0.12624650632797288,-0.0026237646506484624,0.06712653345797298,0.1946768310870902
1,Divergent,4,0.14924582979677797,0.055212372031942,0.09012585692677808,0.25251296776968063
1,Divergent,5,0.1699368048306346,0.10803023002880699,0.11081683196063472,0.30533082576654563
1,Divergent,6,0.19174878700573622,0.16017807956385094,0.13262881413573632,0.3574786753015896
1,Divergent,7,0.21490835491762694,0.21364966495768675,0.15578838204762704,0.4109502606954254
1,Divergent,8,0.2423548046197046,0.2717348403838479,0.1832348317497047,0.4690354361215865
1,Divergent,9,0.2776149930288399,0.34885786748994707,0.21849502015884,0.5461584632276857
1,Divergent,10,0.40155469944863753,0.5495506792727483,0.3424347265786376,0.7468512750104869
2,Convergent,1,0.07434790085144635,-0.14620328429513063,0.0,0.0
2,Convergent,2,0.11998095320893375,-0.033457224695615795,0.045633052357487394,0.11274605959951484
2,Convergent,3,0.14650184565299582,0.03191004484304609,0.07215394480154946,0.17811332913817673
2,Convergent,4,0.1692467638831013,0.08493733493252938,0.09489886303165496,0.23114061922766
2,Convergent,5,0.19021406306171826,0.13107611547274817,0.1158661622102719,0.2772793997678788
2,Convergent,6,0.21068256164021165,0.1725926427513604,0.1363346607887653,0.31879592704649107
2,Convergent,7,0.23124169939515488,0.21618838459611797,0.15689379854370852,0.36239166889124863
2,Convergent,8,0.25434856350075685,0.2683263923806289,0.1800006626493105,0.4145296766757595
2,Convergent,9,0.2836963714203486,0.33128662823285737,0.20934847056890224,0.477489912527988
2,Convergent,10,0.4002164832206066,0.5084719666743224,0.3258685823691603,0.654675250969453
3,Random,1,0.03648407166034013,-0.1745698761817351,0.0,0.0
3,Random,2,0.086535536641416,-0.0478195388207898,0.05005146498107587,0.12675033736094532
3,Random,3,0.11787344779660607,0.02174237801649737,0.08138937613626593,0.19631225419823248
3,Random,4,0.14351095516117915,0.08128740788751254,0.10702688350083903,0.2558572840692477
3,Random,5,0.1670145379386544,0.1323113638023042,0.13053046627831427,0.3068812399840393
3,Random,6,0.1900027601736397,0.1827045803824037,0.15351868851329958,0.3572744565641388
3,Random,7,0.2146607900423833,0.23322390124548062,0.1781767183820432,0.40779377742721573
3,Random,8,0.24132531477454783,0.286874856168608,0.2048412431142077,0.4614447323503431
3,Random,9,0.27688567171387507,0.36014750645031135,0.24040160005353495,0.5347173826320465
3,Random,10,0.39842008505067383,0.5408107833069102,0.3619360133903337,0.7153806594886454
