Trial_Index,Class_ID,Class_Name,Gini,Participation_Ratio,Participation_Ratio_Norm
0,1,Divergent,0.5360863788249524,15.476307779709954,0.08945842647231188
1,1,Divergent,0.6311937233725429,18.784863431304853,0.10858302561447891
2,1,Divergent,0.6953432610032515,14.785963009087915,0.08546799427218447
3,1,Divergent,0.572206394177462,27.181123076760453,0.15711631836277717
4,1,Divergent,0.47458892236368877,34.552044459575,0.19972280034436415
5,1,Divergent,0.6504712622796167,23.359967510780077,0.13502871393514496
6,1,Divergent,0.6715069939049014,18.311431600964685,0.10584642543910222
7,1,Divergent,0.8117281072114217,7.501102398913641,0.0433589734041251
8,1,Divergent,0.8156293856048604,2.053166833059417,0.011868016376065995
9,1,Divergent,0.68298449972322,6.822002152440503,0.03943353845341331
10,1,Divergent,0.7037754507099061,8.27187652022558,0.04781431514581261
11,1,Divergent,0.7557122397169027,8.097150178896857,0.046804336294201485
12,1,Divergent,0.8074035128896844,5.798457825954485,0.03351709725985252
13,1,Divergent,0.6298344587826936,25.120537672559394,0.14520542007259765
14,1,Divergent,0.7563538710270095,11.986980822023304,0.06928890648568384
15,1,Divergent,0.5713777174687547,14.152973448814917,0.08180909507985501
16,1,Divergent,0.6602077315060559,24.10905676104378,0.13935870960140914
17,1,Divergent,0.6234004100186066,13.608197152889955,0.07866009914965293
18,1,Divergent,0.6265017394180783,11.098130214492944,0.06415104170227134
19,1,Divergent,0.4930453999939344,27.19591895338178,0.15720184366116638
20,1,Divergent,0.699039625368393,17.565721264171707,0.10153596106457634
21,1,Divergent,0.516456625189404,18.11696946023174,0.10472236682214879
22,1,Divergent,0.8025287839074451,3.173704634754866,0.018345113495692865
23,1,Divergent,0.6439381291685464,8.714623779487043,0.05037354785830661
24,1,Divergent,0.5054826440646512,19.587605315219054,0.1132231521110928
25,1,Divergent,0.46193830856093787,31.143531576795,0.18002041373869943
26,1,Divergent,0.6753422780210394,11.943755449644126,0.06903904884187356
27,1,Divergent,0.714746768318784,17.844718752655595,0.10314866331014795
28,1,Divergent,0.7234410969380338,20.717316766309764,0.11975327610583679
29,1,Divergent,0.5911670628205161,15.105370151969101,0.08731427833508151
30,1,Divergent,0.7298867487991942,14.081178419247411,0.08139409490894457
31,1,Divergent,0.6705995214742615,8.896663898987427,0.05142580288432039
32,1,Divergent,0.47483255556985005,34.169692166364754,0.1975126714818772
33,1,Divergent,0.6992284274207778,6.516432839477807,0.037667241846692526
34,1,Divergent,0.5513158325185457,35.75546339235974,0.20667897914658806
35,1,Divergent,0.5619825493996902,26.449800942514884,0.15288902278910338
36,1,Divergent,0.7025639306386737,14.331103206309916,0.08283874685728275
