Time(s),Accuracy,Baseline,Accuracy_STD
-2.5,0.36111111111111116,0.3944444444444445,0.09820927516479827
-2.25,0.4444444444444445,0.37777777777777777,0.09001028747788696
-2.0,0.42777777777777776,0.3833333333333333,0.09337631285539784
-1.75,0.45,0.3277777777777778,0.07453559924999299
-1.5,0.47777777777777775,0.38333333333333336,0.06916610887771518
-1.25,0.42222222222222217,0.3722222222222222,0.0362177911400147
-1.0,0.4333333333333334,0.36111111111111105,0.057601225981465894
-0.75,0.4333333333333333,0.3611111111111111,0.0668977476599572
-0.5,0.3611111111111111,0.3833333333333333,0.06804138174397717
-0.25,0.4722222222222222,0.3388888888888889,0.07081971546656647
0.0,0.3888888888888889,0.31666666666666665,0.05892556509887894
0.25,0.6944444444444444,0.38333333333333336,0.058925565098878946
0.5,0.8222222222222223,0.28888888888888886,0.057601225981465914
0.75,0.85,0.3388888888888889,0.06972166887783961
1.0,0.9111111111111111,0.2944444444444444,0.0496903994999953
1.25,0.9166666666666666,0.32222222222222224,0.05196746370519361
1.5,0.9222222222222222,0.28888888888888886,0.06022078719077443
1.75,0.9333333333333333,0.31666666666666665,0.024845199749997673
2.0,0.961111111111111,0.31666666666666665,0.04212708580028641
2.25,0.9666666666666668,0.35555555555555557,0.04564354645876386
2.5,0.9555555555555555,0.33333333333333337,0.03726779962499651
2.75,0.9666666666666666,0.3333333333333333,0.02324055629261322
3.0,0.9777777777777779,0.3611111111111111,0.02324055629261322
3.25,0.9722222222222221,0.33333333333333337,0.02777777777777779
3.5,0.9722222222222221,0.2777777777777778,0.019641855032959663
3.75,0.9777777777777779,0.29444444444444445,0.02324055629261322
4.0,0.9555555555555555,0.2833333333333333,0.03726779962499651
4.25,0.9444444444444444,0.3333333333333333,0.04392052305789418
4.5,0.9555555555555555,0.3888888888888889,0.031671539586087184
4.75,0.9666666666666666,0.3611111111111111,0.036217791140014735
5.0,0.9666666666666666,0.3833333333333333,0.036217791140014735
5.25,0.9555555555555555,0.31666666666666665,0.03167153958608718
5.5,0.9444444444444444,0.3,0.04392052305789418
5.75,0.9388888888888889,0.32222222222222224,0.049690399499995305
6.0,0.9444444444444444,0.2833333333333333,0.05555555555555554
6.25,0.9388888888888889,0.2722222222222222,0.036217791140014735
6.5,0.9111111111111111,0.2833333333333333,0.049690399499995305
6.75,0.8833333333333334,0.3111111111111111,0.045643546458763805
7.0,0.8777777777777779,0.3166666666666666,0.05046083923495817
7.25,0.85,0.35,0.06085806194501843
7.5,0.7888888888888889,0.34444444444444444,0.10686324478706304
7.75,0.7277777777777777,0.32222222222222224,0.09702360664762769
8.0,0.6611111111111111,0.29444444444444445,0.10281530846289859
8.25,0.6555555555555556,0.27222222222222225,0.06085806194501845
8.5,0.5833333333333333,0.29444444444444445,0.07081971546656644
8.75,0.6166666666666666,0.36111111111111105,0.07708020514173114
9.0,0.4611111111111111,0.39444444444444443,0.07505142270059054
9.25,0.5166666666666667,0.34444444444444444,0.08471083712209394
9.5,0.4166666666666667,0.3333333333333333,0.07081971546656644
9.75,0.40555555555555556,0.3611111111111111,0.1138550085106622
