Class_ID,n_nodes,n_edges,density,mean_degree,largest_component,avg_clustering,global_efficiency,local_efficiency,transitivity,efficiency,modularity,betweenness_mean
1,173,743,0.04993950799838688,8.589595375722544,132,0.6454799287139551,0.23451180714251207,0.7376216847321396,0.49584365051291124,0.23451180714251207,0.5140893290269524,0.0068734479025901905
2,173,743,0.04993950799838688,8.589595375722544,140,0.6344923634030413,0.2656960741010707,0.7206851411051122,0.463612292385461,0.2656960741010707,0.4576704241833605,0.007372241600101882
3,173,743,0.04993950799838688,8.589595375722544,123,0.6682085692068296,0.21917036340008464,0.7541887200065115,0.4860542378119447,0.21917036340008464,0.46065204356859624,0.005193114524447966
