window_start,window_end,n_trials,n_neurons_total,n_neurons_removed,removed_ratio,full_accuracy_mean,full_accuracy_std,top10_ablation_accuracy_mean,top10_ablation_accuracy_std,random_drop_mean_accuracy,random_drop_std_accuracy,delta_full_minus_top10,delta_top10_minus_random_mean,ablation_rank_in_random
18,21,180,1395,140,0.1003584229390681,1.0,0.0,0.9944444444444445,0.009622504486493794,0.9924999999999997,0.004515153893818046,0.005555555555555536,0.0019444444444447484,0.85
