neuron_local_idx,neuron_global_idx,membership_count,coarse_overlap,detail_overlap,rr_label_single,preferred_class,selectivity_index,decoder_importance,ablation_effect_proxy,ablation_drop_actual,is_important_neuron,resp_Divergent,resp_Convergent,resp_Random
0,0,1,Condition_Biased,Biased_Convergent,Convergent,Convergent,0.45407258853850807,0.0017574656812676095,0.0017574656812676095,,0,0.05064067087737443,0.07202327997433115,0.0034411997401288578
1,1,1,Condition_Biased,Biased_Convergent,Convergent,Convergent,0.3671697872026427,0.0018344600037725472,0.0018344600037725472,,0,0.0695575618525016,0.07812019481765803,0.0027623796392054786
2,2,1,Condition_Biased,Biased_Convergent,Convergent,Convergent,0.37900349055301086,0.0018115757023617002,0.0018115757023617002,,0,0.0730755546597866,0.08391036930484604,0.0024979254674343835
3,3,1,Condition_Biased,Biased_Convergent,Convergent,Convergent,0.37082769530959375,0.001762437471330169,0.001762437471330169,,0,0.07422153033583351,0.08398542252152857,0.0028724794054315202
4,4,1,Condition_Biased,Biased_Convergent,Convergent,Convergent,0.5630425798965868,0.001843462308435018,0.001843462308435018,,0,0.049570637531106986,0.09319205298041454,0.00253409661707424
5,5,1,Condition_Biased,Biased_Convergent,Convergent,Convergent,0.530634131752334,0.0018948190329286174,0.0018948190329286174,,0,0.03873324157662281,0.06925393253414318,0.0037399157881736755
6,6,1,Condition_Biased,Biased_Convergent,Convergent,Convergent,0.5523458986693074,0.0018107665401588696,0.0018107665401588696,,0,0.044004841027820665,0.08644260700340524,0.005850526371172496
7,7,3,Shared_Core,Shared_Core,Shared_Core,Random,0.2412286195778981,0.0018574887700853568,0.0018574887700853568,,0,0.10605876669602052,0.0910264870923276,0.16119997657480695
8,8,3,Shared_Core,Shared_Core,Shared_Core,Random,0.3153435901362258,0.001903605234624802,0.001903605234624802,,0,0.19537886574801513,0.15077983091274896,0.3325154166846048
9,9,1,Condition_Biased,Biased_Convergent,Convergent,Convergent,0.5663818212154611,0.0017680045246864192,0.0017680045246864192,,0,0.028706121040343105,0.0649804111635971,0.007270659541799908
10,10,3,Shared_Core,Shared_Core,Shared_Core,Random,0.31351759988201555,0.0018204748807979705,0.0018204748807979705,,0,0.20551224574761048,0.16621001418491807,0.3556272750809079
11,11,1,Condition_Biased,Biased_Convergent,Convergent,Divergent,0.08078494556915697,0.0017694824028715557,0.0017694824028715557,,0,0.051269073154235,0.05047342112062104,0.036735979904465026
