Class_ID,Class_Name,Network_Type,Strong_Threshold,Weak_Threshold,Edge_Mean_Corr,Edge_Min_Corr,Edge_Max_Corr,efficiency,modularity,local_efficiency,avg_clustering,density,n_edges
1,Divergent,strong_threshold,0.35,0.1,0.461732808482561,0.3500051999764305,0.9815454639495583,0.22411564890856903,0.4490687450096142,0.7401690886575119,0.6553664601637892,0.02276764843384759,4383
1,Divergent,weak_threshold,0.35,0.1,0.0660927141957866,-0.03455121518804099,0.09999614132017715,0.5930159472235208,0.08332922940188586,0.7991406017507404,0.5982812288330608,0.1860318944470417,35813
2,Convergent,strong_threshold,0.35,0.1,0.4424884873296563,0.35002242098455083,0.9838241544720465,0.2644680486600639,0.38855302297526023,0.7473062720751393,0.6454802464068792,0.03031530829567295,5836
2,Convergent,weak_threshold,0.35,0.1,0.06572132072634312,-0.04556758526754495,0.09999990110425733,0.5775431579311897,0.10542724360603638,0.746564844114622,0.4931483911399746,0.15508804737416237,29856
3,Random,strong_threshold,0.35,0.1,0.4366137674992451,0.3500016580739415,0.9812900594728533,0.21624167853037884,0.2760947582479493,0.6908856147502558,0.5995040481915485,0.03141654978962132,6048
3,Random,weak_threshold,0.35,0.1,0.054651985026877084,-0.07621890990561413,0.09999661757035437,0.6553114123941614,0.07590562628555195,0.8405635826637489,0.6811271653274977,0.3106228247883227,59798
