Neuron_ID,Class_1,Class_2,Class_3,Membership_Pattern,Membership_Count
0,0,1,0,2,1
1,0,1,0,2,1
2,0,1,0,2,1
3,0,1,0,2,1
4,1,0,0,1,1
5,0,1,1,"2,3",2
6,0,1,0,2,1
7,0,1,0,2,1
8,0,1,0,2,1
9,1,1,1,"1,2,3",3
10,1,1,1,"1,2,3",3
11,0,1,0,2,1
12,1,1,1,"1,2,3",3
13,0,1,0,2,1
14,1,0,0,1,1
15,1,1,1,"1,2,3",3
16,1,1,1,"1,2,3",3
17,1,1,1,"1,2,3",3
18,1,1,1,"1,2,3",3
19,1,0,0,1,1
20,0,1,0,2,1
21,0,1,0,2,1
22,1,1,0,"1,2",2
23,1,1,0,"1,2",2
24,1,0,0,1,1
25,1,1,0,"1,2",2
26,0,1,1,"2,3",2
27,0,1,0,2,1
28,1,1,0,"1,2",2
29,0,0,1,3,1
30,0,0,1,3,1
31,1,1,0,"1,2",2
32,0,0,1,3,1
33,0,0,1,3,1
34,0,0,1,3,1
35,0,0,1,3,1
36,0,1,0,2,1
37,1,1,0,"1,2",2
38,0,0,1,3,1
39,1,0,0,1,1
40,1,0,0,1,1
41,1,0,0,1,1
42,1,0,0,1,1
43,1,0,0,1,1
44,1,1,0,"1,2",2
45,0,1,1,"2,3",2
46,1,0,0,1,1
47,1,1,0,"1,2",2
48,0,1,0,2,1
49,1,1,1,"1,2,3",3
50,1,1,1,"1,2,3",3
51,1,1,1,"1,2,3",3
52,1,1,0,"1,2",2
53,0,1,1,"2,3",2
54,0,1,0,2,1
55,0,1,0,2,1
56,0,1,0,2,1
57,0,1,0,2,1
58,0,1,0,2,1
59,0,1,0,2,1
60,1,0,0,1,1
61,0,0,1,3,1
62,0,1,0,2,1
63,0,1,0,2,1
64,0,1,0,2,1
65,1,1,0,"1,2",2
66,0,0,1,3,1
67,1,1,1,"1,2,3",3
68,1,1,0,"1,2",2
69,0,1,0,2,1
70,0,1,1,"2,3",2
71,0,1,0,2,1
72,1,0,0,1,1
73,0,0,1,3,1
74,1,0,0,1,1
75,1,0,0,1,1
76,1,0,0,1,1
77,1,0,0,1,1
78,1,0,0,1,1
79,1,0,0,1,1
80,1,1,0,"1,2",2
81,0,1,0,2,1
82,0,1,0,2,1
83,0,1,0,2,1
84,0,1,0,2,1
85,0,1,0,2,1
86,0,1,0,2,1
87,0,1,0,2,1
88,0,1,0,2,1
89,0,1,0,2,1
90,0,1,0,2,1
91,0,1,0,2,1
92,0,1,0,2,1
93,0,1,0,2,1
94,0,1,0,2,1
95,0,1,0,2,1
96,0,1,0,2,1
97,0,1,0,2,1
98,0,1,0,2,1
99,0,1,0,2,1
100,0,0,1,3,1
101,0,0,1,3,1
102,0,1,0,2,1
103,0,1,0,2,1
104,1,1,0,"1,2",2
105,1,1,0,"1,2",2
106,1,1,0,"1,2",2
107,1,1,0,"1,2",2
108,1,0,1,"1,3",2
109,1,0,0,1,1
110,0,0,1,3,1
111,0,0,1,3,1
112,0,0,1,3,1
113,1,0,1,"1,3",2
114,0,0,1,3,1
115,0,0,1,3,1
116,1,0,0,1,1
117,1,0,0,1,1
118,0,0,1,3,1
119,1,1,1,"1,2,3",3
120,1,1,1,"1,2,3",3
121,1,0,0,1,1
122,1,1,1,"1,2,3",3
123,1,0,0,1,1
124,1,1,0,"1,2",2
125,1,0,0,1,1
126,1,0,0,1,1
127,1,0,0,1,1
128,0,0,1,3,1
129,1,0,0,1,1
130,1,0,0,1,1
131,0,1,0,2,1
132,0,0,1,3,1
133,1,1,0,"1,2",2
134,0,1,0,2,1
135,0,1,0,2,1
136,0,0,1,3,1
137,1,0,0,1,1
138,1,1,0,"1,2",2
139,0,1,0,2,1
140,0,1,0,2,1
141,0,1,0,2,1
142,0,1,1,"2,3",2
143,0,1,0,2,1
144,0,1,1,"2,3",2
145,1,0,1,"1,3",2
146,1,0,1,"1,3",2
147,0,1,0,2,1
148,0,1,0,2,1
149,0,0,1,3,1
150,0,1,0,2,1
151,0,0,1,3,1
152,0,1,0,2,1
153,0,1,0,2,1
154,1,0,0,1,1
155,1,1,0,"1,2",2
156,0,0,1,3,1
157,0,0,1,3,1
158,0,1,1,"2,3",2
159,0,1,1,"2,3",2
160,0,1,1,"2,3",2
161,0,1,0,2,1
162,0,1,1,"2,3",2
163,0,0,1,3,1
164,0,1,0,2,1
165,0,1,0,2,1
166,1,1,0,"1,2",2
167,0,1,0,2,1
168,0,1,0,2,1
169,1,1,0,"1,2",2
170,1,0,1,"1,3",2
171,1,0,1,"1,3",2
172,0,0,1,3,1
173,0,0,1,3,1
174,1,1,1,"1,2,3",3
175,0,0,1,3,1
176,0,0,1,3,1
177,0,0,1,3,1
178,0,0,1,3,1
179,1,0,1,"1,3",2
180,1,1,1,"1,2,3",3
181,1,0,0,1,1
182,1,1,0,"1,2",2
183,1,1,1,"1,2,3",3
184,0,0,1,3,1
185,1,1,0,"1,2",2
186,1,1,0,"1,2",2
187,1,1,0,"1,2",2
188,0,0,1,3,1
189,1,1,0,"1,2",2
190,1,1,0,"1,2",2
191,1,1,0,"1,2",2
192,1,1,1,"1,2,3",3
193,0,0,1,3,1
194,1,1,1,"1,2,3",3
195,0,1,0,2,1
196,0,1,0,2,1
197,1,0,0,1,1
198,1,0,1,"1,3",2
199,1,0,1,"1,3",2
200,1,0,1,"1,3",2
201,1,0,1,"1,3",2
202,0,0,1,3,1
203,0,0,1,3,1
204,0,0,1,3,1
205,1,0,1,"1,3",2
206,0,0,1,3,1
207,0,0,1,3,1
208,0,0,1,3,1
209,0,1,0,2,1
210,1,1,0,"1,2",2
211,1,1,0,"1,2",2
212,1,1,0,"1,2",2
213,1,1,0,"1,2",2
214,0,1,0,2,1
215,0,1,0,2,1
216,0,0,1,3,1
217,0,1,0,2,1
218,0,1,0,2,1
219,0,1,0,2,1
220,0,1,0,2,1
221,0,1,0,2,1
222,1,1,0,"1,2",2
223,1,1,0,"1,2",2
224,1,1,0,"1,2",2
225,1,1,0,"1,2",2
226,0,1,0,2,1
227,0,0,1,3,1
228,0,0,1,3,1
229,0,0,1,3,1
230,1,0,0,1,1
231,0,1,0,2,1
232,0,1,0,2,1
233,0,0,1,3,1
234,0,1,0,2,1
235,1,1,1,"1,2,3",3
236,0,1,0,2,1
237,0,1,1,"2,3",2
238,0,1,0,2,1
239,0,1,0,2,1
240,1,1,1,"1,2,3",3
241,1,1,1,"1,2,3",3
242,1,1,1,"1,2,3",3
243,1,1,1,"1,2,3",3
244,1,1,1,"1,2,3",3
245,1,1,1,"1,2,3",3
246,1,0,1,"1,3",2
247,1,0,1,"1,3",2
248,0,0,1,3,1
249,1,1,0,"1,2",2
250,1,1,0,"1,2",2
251,1,0,1,"1,3",2
252,1,0,0,1,1
253,1,1,0,"1,2",2
254,1,1,1,"1,2,3",3
255,1,1,0,"1,2",2
256,1,0,1,"1,3",2
257,1,1,0,"1,2",2
258,1,1,0,"1,2",2
259,1,1,0,"1,2",2
260,1,1,0,"1,2",2
261,1,1,0,"1,2",2
262,1,1,0,"1,2",2
263,1,1,0,"1,2",2
264,0,1,0,2,1
265,0,1,1,"2,3",2
266,1,1,1,"1,2,3",3
267,0,1,0,2,1
268,0,0,1,3,1
269,0,0,1,3,1
270,0,0,1,3,1
271,0,0,1,3,1
272,0,1,1,"2,3",2
273,0,0,1,3,1
274,1,0,0,1,1
275,1,1,0,"1,2",2
276,1,1,1,"1,2,3",3
277,0,1,0,2,1
278,0,1,0,2,1
279,1,0,0,1,1
280,0,0,1,3,1
281,0,1,0,2,1
282,1,1,0,"1,2",2
283,1,0,0,1,1
284,0,1,0,2,1
285,1,1,1,"1,2,3",3
286,1,1,0,"1,2",2
287,0,1,1,"2,3",2
288,0,0,1,3,1
289,0,0,1,3,1
290,0,0,1,3,1
291,0,0,1,3,1
292,0,1,0,2,1
293,0,0,1,3,1
294,0,1,0,2,1
295,0,0,1,3,1
296,1,0,0,1,1
297,0,0,1,3,1
298,0,1,0,2,1
299,1,1,1,"1,2,3",3
300,0,1,0,2,1
301,1,1,1,"1,2,3",3
302,0,1,0,2,1
303,1,1,0,"1,2",2
304,0,0,1,3,1
305,0,0,1,3,1
306,1,1,1,"1,2,3",3
307,1,0,0,1,1
308,1,1,1,"1,2,3",3
309,0,0,1,3,1
310,1,1,1,"1,2,3",3
311,1,1,1,"1,2,3",3
312,1,1,1,"1,2,3",3
313,0,1,0,2,1
314,0,1,0,2,1
315,0,1,0,2,1
316,0,1,0,2,1
317,0,1,0,2,1
318,0,1,0,2,1
319,0,1,0,2,1
320,0,0,1,3,1
321,0,0,1,3,1
322,0,0,1,3,1
323,1,1,0,"1,2",2
324,1,1,1,"1,2,3",3
325,1,1,0,"1,2",2
326,1,1,0,"1,2",2
327,0,1,0,2,1
328,0,1,0,2,1
329,0,0,1,3,1
330,0,1,0,2,1
331,0,1,0,2,1
332,0,1,0,2,1
333,0,1,0,2,1
334,0,1,0,2,1
335,0,1,0,2,1
336,0,1,0,2,1
337,0,1,0,2,1
338,1,0,1,"1,3",2
339,1,0,1,"1,3",2
340,1,0,0,1,1
341,0,1,0,2,1
342,1,1,0,"1,2",2
343,0,0,1,3,1
344,1,0,1,"1,3",2
345,1,0,1,"1,3",2
346,0,1,0,2,1
347,0,1,0,2,1
348,0,1,1,"2,3",2
349,0,1,0,2,1
350,0,0,1,3,1
351,1,0,0,1,1
352,1,0,1,"1,3",2
353,1,0,1,"1,3",2
354,1,0,0,1,1
355,1,0,0,1,1
356,1,0,0,1,1
357,1,0,1,"1,3",2
358,1,0,0,1,1
359,1,0,0,1,1
360,1,0,0,1,1
361,1,0,0,1,1
362,1,1,0,"1,2",2
363,1,0,0,1,1
364,1,0,0,1,1
365,0,1,0,2,1
366,0,0,1,3,1
367,1,1,1,"1,2,3",3
368,0,0,1,3,1
369,1,0,1,"1,3",2
370,1,0,0,1,1
371,1,0,0,1,1
372,1,0,0,1,1
373,1,0,0,1,1
374,1,0,0,1,1
375,0,1,0,2,1
376,0,1,0,2,1
377,1,1,1,"1,2,3",3
378,1,1,1,"1,2,3",3
379,0,1,0,2,1
380,1,1,1,"1,2,3",3
381,1,1,1,"1,2,3",3
382,1,0,0,1,1
383,1,0,0,1,1
384,1,0,0,1,1
385,1,0,0,1,1
386,1,0,0,1,1
387,1,0,0,1,1
388,1,0,0,1,1
389,1,0,0,1,1
390,1,0,0,1,1
391,0,0,1,3,1
392,0,0,1,3,1
393,0,0,1,3,1
394,0,0,1,3,1
395,1,1,0,"1,2",2
396,0,1,0,2,1
397,1,1,0,"1,2",2
398,1,1,0,"1,2",2
399,0,1,0,2,1
400,0,1,0,2,1
401,0,1,0,2,1
402,0,1,0,2,1
403,0,1,0,2,1
404,1,1,1,"1,2,3",3
405,1,0,1,"1,3",2
406,1,1,0,"1,2",2
407,0,0,1,3,1
408,1,0,0,1,1
409,0,1,0,2,1
410,0,1,1,"2,3",2
411,0,1,0,2,1
412,0,1,0,2,1
413,1,1,0,"1,2",2
414,1,0,0,1,1
415,1,1,0,"1,2",2
416,0,1,0,2,1
417,0,1,0,2,1
418,1,1,1,"1,2,3",3
419,0,1,0,2,1
420,1,0,0,1,1
421,0,1,0,2,1
422,1,0,0,1,1
423,1,0,0,1,1
424,0,1,0,2,1
425,1,0,0,1,1
426,1,1,1,"1,2,3",3
427,0,1,0,2,1
428,1,1,1,"1,2,3",3
429,0,1,0,2,1
430,0,1,0,2,1
431,1,1,0,"1,2",2
432,0,1,0,2,1
433,0,1,1,"2,3",2
434,0,1,0,2,1
435,0,1,1,"2,3",2
436,0,1,0,2,1
437,1,1,1,"1,2,3",3
438,1,0,0,1,1
439,1,0,1,"1,3",2
440,1,0,1,"1,3",2
441,1,1,0,"1,2",2
442,0,0,1,3,1
443,0,0,1,3,1
444,1,1,0,"1,2",2
445,1,0,0,1,1
446,0,1,1,"2,3",2
447,1,0,0,1,1
448,0,1,0,2,1
449,0,1,0,2,1
450,0,0,1,3,1
451,0,0,1,3,1
452,0,0,1,3,1
453,0,0,1,3,1
454,0,0,1,3,1
455,0,0,1,3,1
456,0,0,1,3,1
457,0,0,1,3,1
458,0,0,1,3,1
459,0,0,1,3,1
460,0,0,1,3,1
461,1,1,1,"1,2,3",3
462,0,0,1,3,1
463,1,1,1,"1,2,3",3
464,1,0,1,"1,3",2
465,0,0,1,3,1
466,0,0,1,3,1
467,0,0,1,3,1
468,1,0,1,"1,3",2
469,0,0,1,3,1
470,0,0,1,3,1
471,0,0,1,3,1
472,1,1,1,"1,2,3",3
473,1,1,1,"1,2,3",3
474,0,0,1,3,1
475,0,0,1,3,1
476,1,1,1,"1,2,3",3
477,0,1,0,2,1
478,1,0,0,1,1
479,1,1,1,"1,2,3",3
480,1,1,0,"1,2",2
481,1,1,0,"1,2",2
482,0,0,1,3,1
483,1,0,0,1,1
484,0,1,0,2,1
485,0,0,1,3,1
486,1,1,0,"1,2",2
487,1,1,0,"1,2",2
488,1,1,0,"1,2",2
489,1,1,0,"1,2",2
490,1,1,0,"1,2",2
491,1,1,0,"1,2",2
492,1,1,0,"1,2",2
493,0,1,0,2,1
494,0,1,0,2,1
495,0,1,0,2,1
496,0,1,0,2,1
497,0,0,1,3,1
498,0,0,1,3,1
499,0,0,1,3,1
500,1,0,1,"1,3",2
501,1,0,1,"1,3",2
502,1,0,1,"1,3",2
503,0,1,0,2,1
504,0,1,0,2,1
505,0,0,1,3,1
506,1,1,0,"1,2",2
507,1,1,0,"1,2",2
508,0,1,0,2,1
509,0,1,0,2,1
510,0,1,0,2,1
511,1,1,0,"1,2",2
512,0,1,0,2,1
513,0,1,1,"2,3",2
514,0,1,0,2,1
515,0,1,1,"2,3",2
516,0,1,0,2,1
517,0,0,1,3,1
518,0,0,1,3,1
519,0,0,1,3,1
520,0,0,1,3,1
521,0,0,1,3,1
522,0,1,0,2,1
523,0,1,0,2,1
524,1,0,0,1,1
525,1,0,0,1,1
526,1,0,0,1,1
527,0,0,1,3,1
528,1,1,0,"1,2",2
529,1,1,0,"1,2",2
530,1,0,0,1,1
531,1,1,1,"1,2,3",3
532,0,1,0,2,1
533,1,0,1,"1,3",2
534,0,1,0,2,1
535,0,0,1,3,1
536,0,1,0,2,1
537,0,1,0,2,1
538,0,1,0,2,1
539,0,1,0,2,1
540,0,1,0,2,1
541,0,1,0,2,1
542,0,1,0,2,1
543,0,1,0,2,1
544,0,1,1,"2,3",2
545,1,1,1,"1,2,3",3
546,1,1,1,"1,2,3",3
547,0,1,0,2,1
548,0,1,0,2,1
549,0,1,1,"2,3",2
550,1,0,0,1,1
551,1,0,0,1,1
552,0,1,0,2,1
553,0,1,0,2,1
554,0,1,0,2,1
555,0,1,0,2,1
556,0,0,1,3,1
557,0,1,0,2,1
558,0,1,1,"2,3",2
559,0,1,0,2,1
560,0,1,0,2,1
561,0,1,0,2,1
562,0,1,0,2,1
563,1,0,0,1,1
564,1,0,0,1,1
565,0,1,0,2,1
566,1,0,0,1,1
567,1,0,0,1,1
568,1,1,1,"1,2,3",3
569,0,1,0,2,1
570,1,1,1,"1,2,3",3
571,1,1,1,"1,2,3",3
572,1,1,1,"1,2,3",3
573,1,1,1,"1,2,3",3
574,0,1,0,2,1
575,1,1,1,"1,2,3",3
576,0,0,1,3,1
577,0,0,1,3,1
578,0,0,1,3,1
579,0,0,1,3,1
580,0,1,1,"2,3",2
581,0,1,1,"2,3",2
582,0,1,0,2,1
583,0,1,0,2,1
584,0,1,0,2,1
585,0,1,0,2,1
586,1,1,0,"1,2",2
587,0,1,0,2,1
588,0,1,0,2,1
589,0,1,0,2,1
590,0,1,0,2,1
591,0,1,0,2,1
592,0,1,0,2,1
593,0,1,0,2,1
594,0,1,0,2,1
595,0,1,0,2,1
596,0,1,0,2,1
597,0,1,0,2,1
598,1,0,0,1,1
599,1,0,0,1,1
600,1,1,0,"1,2",2
601,1,1,0,"1,2",2
602,1,1,1,"1,2,3",3
603,1,1,0,"1,2",2
604,1,1,0,"1,2",2
605,0,0,1,3,1
606,0,0,1,3,1
607,0,1,0,2,1
608,0,1,0,2,1
609,0,1,0,2,1
610,0,0,1,3,1
611,1,0,1,"1,3",2
612,1,0,1,"1,3",2
613,1,0,0,1,1
614,1,0,0,1,1
615,1,0,0,1,1
616,0,1,0,2,1
617,0,1,0,2,1
618,0,1,0,2,1
619,0,1,0,2,1
620,0,1,0,2,1
