repeat_idx,accuracy_mean
0,0.9888888888888889
1,0.9944444444444445
2,0.9944444444444445
3,1.0
4,0.9833333333333333
5,0.9888888888888889
6,0.9888888888888889
7,0.9888888888888889
8,1.0
9,0.9944444444444445
10,0.9944444444444445
11,0.9944444444444445
12,1.0
13,0.9888888888888889
14,0.9944444444444445
15,0.9888888888888889
16,0.9944444444444445
17,0.9944444444444445
18,0.9888888888888889
19,0.9888888888888889
