layer_pair,layer_a,layer_b,n_edges,importance_sum,importance_mean,corr_mean,layer_source
DepthMid--DepthLow,DepthMid,DepthLow,29237,0.2208964300731487,7.555372646754068e-06,0.10047978319584812,depth_tertile_from_neuron_pos_spi_axis0
DepthLow--DepthHigh,DepthLow,DepthHigh,29583,0.2205459638798039,7.455158837163368e-06,0.09071493488365343,depth_tertile_from_neuron_pos_spi_axis0
DepthMid--DepthHigh,DepthMid,DepthHigh,28899,0.2140401246994765,7.406488968458303e-06,0.1065413587721484,depth_tertile_from_neuron_pos_spi_axis0
DepthLow--DepthLow,DepthLow,DepthLow,14878,0.11973563998323616,8.047831696682091e-06,0.1118087620177693,depth_tertile_from_neuron_pos_spi_axis0
DepthMid--DepthMid,DepthMid,DepthMid,14196,0.11450417908474467,8.065946681089368e-06,0.13181196178776616,depth_tertile_from_neuron_pos_spi_axis0
DepthHigh--DepthHigh,DepthHigh,DepthHigh,14535,0.1102776622795839,7.587042468495624e-06,0.11931691488252734,depth_tertile_from_neuron_pos_spi_axis0
