window_start,window_end,n_trials,n_neurons_used,neuron_mode,n_features_fc,n_components_svd,n_splits,accuracy_mean,accuracy_std,shuffle_accuracy_mean,shuffle_accuracy_std,accuracy_minus_shuffle,activity_decoder_accuracy_ref,fc_minus_activity_ref,recall_Divergent,recall_Convergent,recall_Random
10,30,105,513,rr_union,131328,40,3,0.5904761904761905,0.16741329363092328,0.3307936507936509,0.02046199276114591,0.25968253968253957,1.0,-0.4095238095238095,0.34285714285714286,1.0,0.42857142857142855
