Class_ID,Class_Name,Decile_Index,Mean_Correlation,Noise_Mean_Corr,Corr_Delta_vs_D1,Noise_Delta_vs_D1
1,Divergent,1,0.04410459464371005,-0.1731591455165004,0.0,0.0
1,Divergent,2,0.08555260018788938,-0.06976942745751061,0.04144800554417933,0.1033897180589898
1,Divergent,3,0.11138239590959009,-0.014789273068901473,0.06727780126588004,0.15836987244759893
1,Divergent,4,0.1335707733154253,0.029916306071254974,0.08946617867171525,0.2030754515877554
1,Divergent,5,0.15402901858893842,0.07151545348211112,0.10992442394522836,0.24467459899861155
1,Divergent,6,0.17449165339246744,0.11239311008931595,0.1303870587487574,0.2855522556058164
1,Divergent,7,0.19630968426544526,0.1539607442961006,0.1522050896217352,0.327119889812601
1,Divergent,8,0.22077326703899308,0.20048305700537708,0.17666867239528303,0.3736422025218775
1,Divergent,9,0.2521882203528416,0.26162266865763745,0.20808362570913155,0.43478181417413786
1,Divergent,10,0.3429309062491119,0.4104201922869016,0.29882631160540185,0.583579337803402
2,Convergent,1,0.05351691911071059,-0.20726341909996152,0.0,0.0
2,Convergent,2,0.099274953273273,-0.10126924957060811,0.04575803416256241,0.10599416952935341
2,Convergent,3,0.12672305386913654,-0.04107686669805702,0.07320613475842595,0.1661865524019045
2,Convergent,4,0.149686523106368,0.008521915420260696,0.09616960399565742,0.21578533452022222
2,Convergent,5,0.17072506649137717,0.05394890163615086,0.11720814738066658,0.2612123207361124
2,Convergent,6,0.19161218381629305,0.09856375185836957,0.13809526470558248,0.3058271709583311
2,Convergent,7,0.21341670138010344,0.14489885615707937,0.15989978226939283,0.3521622752570409
2,Convergent,8,0.23788196572450962,0.1968906333854813,0.18436504661379904,0.4041540524854428
2,Convergent,9,0.26980895171222347,0.26375084734915366,0.21629203260151286,0.47101426644911515
2,Convergent,10,0.36051678666321335,0.41517917845218527,0.30699986755250275,0.6224425975521468
3,Random,1,0.01294302360801249,-0.2622154250782336,0.0,0.0
3,Random,2,0.05040694916834329,-0.15260683594264357,0.0374639255603308,0.10960858913559002
3,Random,3,0.0767717881780774,-0.08997851540988604,0.06382876457006491,0.17223690966834754
3,Random,4,0.10123530602305593,-0.03561346563048452,0.08829228241504344,0.22660195944774908
3,Random,5,0.12567548740956047,0.016548484114011868,0.11273246380154799,0.2787639091922455
3,Random,6,0.15092096216560721,0.06842915157633676,0.13797793855759471,0.33064457665457037
3,Random,7,0.17783439328794265,0.12422361902431092,0.16489136967993015,0.3864390441025445
3,Random,8,0.20936152696882002,0.1875053020348364,0.19641850336080752,0.44972072711307
3,Random,9,0.2502884484758723,0.2670943713806568,0.23734542486785978,0.5293097964588904
3,Random,10,0.35214355961689076,0.43449231054009274,0.3392005360088783,0.6967077356183263
