overlap_category,n_neurons_category,n_important_neurons_total,observed_important_count,expected_important_count,observed_important_fraction,expected_important_fraction,enrichment_ratio,log2_enrichment,p_over,p_under,p_two_sided,p_fdr_bh
Shared_Core,153,103,36,30.719298245613974,0.34951456310679274,0.29824561403508715,1.1719017704129664,0.22885164717277562,0.12526274606818438,0.916946467698385,0.25052549213636877,0.25052549213636877
Condition_Biased,360,103,67,72.28070175438582,0.6504854368931976,0.7017543859649109,0.9269417475714875,-0.10944941744791574,0.916946467698385,0.12526274606818438,0.25052549213636877,0.25052549213636877
