level_type,level,observed_count,expected_count,observed_prop,expected_prop,enrichment_ratio,log2_enrichment,p_over,p_under,p_two_sided,n_important_edges,n_total_edges,p_fdr_bh
decile,D1,262,664.3,0.03944001204275177,0.1,0.39440012042357364,-1.3422681026317484,1.0,3.843778090273377e-83,7.687556180546754e-83,6643,66430,3.843778090273377e-82
decile,D2,464,664.3,0.06984796025891916,0.1,0.6984796025822068,-0.5177101090575511,1.0,1.0783084352902194e-19,2.156616870580439e-19,6643,66430,7.188722901934797e-19
decile,D3,514,664.3,0.07737468011440614,0.1,0.7737468011363239,-0.3700665549932545,0.9999999999904727,1.3059762880138946e-11,2.6119525760277892e-11,6643,66430,5.223905152055578e-11
decile,D4,568,664.3,0.08550353755833208,0.1,0.8550353755747704,-0.2259439846842232,0.9999895014860783,1.282048973369971e-05,2.564097946739942e-05,6643,66430,3.662997066771346e-05
decile,D5,603,664.3,0.09077224145717297,0.1,0.9077224145626523,-0.13967691228979967,0.9964651662470357,0.004032704561130789,0.008065409122261578,6643,66430,0.008961565691401753
decile,D6,648,664.3,0.09754628932711125,0.1,0.9754628932613577,-0.03584110130636352,0.7648694957981327,0.2486756443747249,0.4973512887494498,6643,66430,0.4973512887494498
decile,D7,745,664.3,0.11214812584675599,0.1,1.121481258456345,0.1654055111566099,0.000325184674612877,0.9997212823635915,0.000650369349225754,6643,66430,0.0008129616865321925
decile,D8,772,664.3,0.11621255456871896,0.1,1.1621255456755681,0.21676593307471645,2.8923900784181148e-06,0.9999976251858197,5.7847801568362296e-06,6643,66430,9.641300261393716e-06
decile,D9,864,664.3,0.130061719102815,0.1,1.3006171910151436,0.3791963979687829,5.575277557136151e-17,1.0,1.1150555114272303e-16,6643,66430,2.7876387785680757e-16
decile,D10,1203,664.3,0.18109287972301671,0.1,1.8109287972120576,0.8567298229782649,1.5665294498921562e-101,1.0,3.1330588997843125e-101,6643,66430,3.1330588997843127e-100
regime,WeakTail_D1D2,726,1328.6,0.10928797230167094,0.2,0.5464398615056224,-0.8718653661896132,1.0,7.389896847044362e-96,1.4779793694088725e-95,6643,66430,
regime,StrongTail_D9D10,2067,1328.6,0.3111545988258317,0.2,1.5557729941213794,0.6376315692315192,2.1633575775841337e-114,1.0,4.3267151551682674e-114,6643,66430,
