neuron_local_idx,neuron_global_idx,membership_count,coarse_overlap,detail_overlap,rr_label_single,preferred_class,selectivity_index,decoder_importance,ablation_effect_proxy,ablation_drop_actual,is_important_neuron,resp_Divergent,resp_Convergent,resp_Random
57,57,3,Shared_Core,Shared_Core,Shared_Core,Convergent,0.28282240666416475,0.002760668539404935,0.002760668539404935,,0,0.08131299732673553,0.11987589377535399,0.052723178764184316
58,58,3,Shared_Core,Shared_Core,Shared_Core,Convergent,0.24802147204685523,0.0028856217321972144,0.0028856217321972144,,0,0.10387873076783713,0.14260730446961822,0.06797349019484086
59,59,3,Shared_Core,Shared_Core,Shared_Core,Convergent,0.18278297834504378,0.002963060300627297,0.002963060300627297,-0.018181818181818132,1,0.08096216635037494,0.09916211713952992,0.05606545665950486
60,60,3,Shared_Core,Shared_Core,Shared_Core,Convergent,0.1682910966464632,0.003026757515772789,0.003026757515772789,-0.012121212121212033,1,0.06730326900999713,0.08163456742962201,0.04892837351018732
61,61,1,Condition_Biased,Biased_Convergent,Convergent,Convergent,0.1130068373603193,0.0029527269112241683,0.0029527269112241683,-0.006060606060605989,1,0.048379185118822644,0.05396703214793609,0.03763715712861581
62,62,1,Condition_Biased,Biased_Divergent,Divergent,Random,0.025487823858638764,0.002475047611104563,0.002475047611104563,,0,0.034918300558685236,0.033104985348742316,0.035790754156187175
63,63,3,Shared_Core,Shared_Core,Shared_Core,Convergent,0.08960401743107446,0.002475641524177062,0.002475641524177062,,0,0.048673907445082744,0.05636196333185706,0.045510225810787897
64,64,1,Condition_Biased,Biased_Convergent,Convergent,Convergent,0.166272624663671,0.0027987781015445606,0.0027987781015445606,,0,0.08517623917069486,0.11688482077427642,0.08193747468970039
65,65,2,Shared_Core,Shared_Core,Shared_Core,Divergent,0.03944748509232304,0.0026850228216414983,0.0026850228216414983,,0,0.046671503198443244,0.04526299902942603,0.040995191816579214
66,66,2,Shared_Core,Shared_Core,Shared_Core,Convergent,0.060703159521526516,0.0025504520996977786,0.0025504520996977786,,0,0.04328231573585541,0.04417324613129336,0.034952183996299
67,67,1,Condition_Biased,Biased_Divergent,Divergent,Divergent,0.07955556903646546,0.00254806799992993,0.00254806799992993,,0,0.03502893727272749,0.03229179037839578,0.02744054978071345
68,68,2,Shared_Core,Shared_Core,Shared_Core,Divergent,0.07032934378344192,0.002692570502123304,0.002692570502123304,,0,0.040117892554350276,0.03835577877957827,0.03133571891424557
69,69,2,Shared_Core,Shared_Core,Shared_Core,Divergent,0.03419518716161786,0.002589823823814373,0.002589823823814373,,0,0.03919725113057641,0.03784537473052898,0.035364971366344075
70,70,1,Condition_Biased,Biased_Random,Random,Divergent,0.025243064369389487,0.0026067204241598902,0.0026067204241598902,,0,0.031309248556593255,0.02864681914074238,0.030888150156842487
71,71,1,Condition_Biased,Biased_Convergent,Convergent,Convergent,0.22812169029192175,0.0027511770372707148,0.0027511770372707148,,0,0.030712336309314255,0.0428849618867158,0.02319432807818168
72,72,1,Condition_Biased,Biased_Divergent,Divergent,Divergent,0.17924140996472734,0.0030696249594267893,0.0030696249594267893,0.0,1,0.18836178930516365,0.16400883419232237,0.09819287497437361
73,73,1,Condition_Biased,Biased_Convergent,Convergent,Convergent,0.4597309724755119,0.002810969902917706,0.002810969902917706,,0,0.08593419967757499,0.15895885734193066,0.03173206745167122
74,74,1,Condition_Biased,Biased_Convergent,Convergent,Convergent,0.1278770190973421,0.002959326097192355,0.002959326097192355,-0.006060606060605989,1,0.04528708263270317,0.050181114720919774,0.032317306169054726
75,75,2,Shared_Core,Shared_Core,Shared_Core,Divergent,0.10382670471647318,0.0027364007765451432,0.0027364007765451432,,0,0.05769246199759104,0.05729975781980015,0.03637879436666315
76,76,2,Shared_Core,Shared_Core,Shared_Core,Divergent,0.1589989550053114,0.0027394805137185177,0.0027394805137185177,,0,0.05019149092096154,0.042602566282742865,0.030238045232765604
77,77,1,Condition_Biased,Biased_Convergent,Convergent,Convergent,0.09499622799686971,0.002728803309143319,0.002728803309143319,,0,0.036738000609861904,0.03917307810729773,0.028014338332595246
78,78,1,Condition_Biased,Biased_Convergent,Convergent,Divergent,0.08989592228232841,0.0029388430470149076,0.0029388430470149076,0.0,1,0.02872942349002246,0.026507011343720098,0.021473286470228975
79,79,1,Condition_Biased,Biased_Convergent,Convergent,Divergent,0.053675945642577425,0.0031004955005759912,0.0031004955005759912,-0.006060606060605989,1,0.030561271048481425,0.028849826270724258,0.026045354822594107
80,80,2,Shared_Core,Shared_Core,Shared_Core,Random,0.07086452307527459,0.0029737774327657654,0.0029737774327657654,0.0,1,0.10253440867108042,0.09203508274541014,0.11212442684918641
81,81,1,Condition_Biased,Biased_Divergent,Divergent,Convergent,0.11295745900471496,0.002702060510567294,0.002702060510567294,,0,0.06304040907691884,0.07148744156042104,0.050912557045618693
82,82,2,Shared_Core,Shared_Core,Shared_Core,Random,0.0600012456265688,0.0028178112736398186,0.0028178112736398186,,0,0.08513909846704493,0.07770735281642782,0.09181790954687379
83,83,3,Shared_Core,Shared_Core,Shared_Core,Random,0.049807827582398795,0.002764594688345234,0.002764594688345234,,0,0.07980165182943305,0.0724110622254629,0.08408514788430749
84,84,2,Shared_Core,Shared_Core,Shared_Core,Convergent,0.14465642752880004,0.0026303746245347802,0.0026303746245347802,,0,0.06946880734395436,0.0889283394756377,0.06343444947887099
85,85,2,Shared_Core,Shared_Core,Shared_Core,Convergent,0.1474165714213061,0.002598608229975458,0.002598608229975458,,0,0.04180687929814061,0.05197324402994974,0.03543015508489175
86,86,1,Condition_Biased,Biased_Convergent,Convergent,Convergent,0.11716955434935088,0.0027589425826774375,0.0027589425826774375,,0,0.045393701642751694,0.05141763588186925,0.035870694120724994
87,87,1,Condition_Biased,Biased_Convergent,Convergent,Divergent,0.09196887162308419,0.002750871403347965,0.002750871403347965,,0,0.034909590858445375,0.034638018933711226,0.02342040379616347
88,88,3,Shared_Core,Shared_Core,Shared_Core,Divergent,0.1425498566618937,0.0026497165749911566,0.0026497165749911566,,0,0.026917658906470063,0.025413679402498973,0.014988147008768988
89,89,3,Shared_Core,Shared_Core,Shared_Core,Divergent,0.10036616038529338,0.0024099821876548055,0.0024099821876548055,,0,0.025185067190348062,0.023854882187190313,0.017326570883619063
90,90,3,Shared_Core,Shared_Core,Shared_Core,Divergent,0.19917481523827965,0.00238159605153627,0.00238159605153627,,0,0.036160273479938665,0.029099968595863886,0.019196672264881656
91,91,3,Shared_Core,Shared_Core,Shared_Core,Divergent,0.16590230919103693,0.0024792358898103432,0.0024792358898103432,,0,0.035982609195734865,0.03166337839510075,0.019821228853172876
92,92,2,Shared_Core,Shared_Core,Shared_Core,Divergent,0.1919976296793074,0.002662804071655032,0.002662804071655032,,0,0.05784492211739322,0.03296708771909671,0.04545393094392211
93,93,1,Condition_Biased,Biased_Divergent,Divergent,Divergent,0.10888116816339134,0.0026891870549664806,0.0026891870549664806,,0,0.14655129957984211,0.12933044295718588,0.10621260103176941
94,94,1,Condition_Biased,Biased_Divergent,Divergent,Divergent,0.12072159680127487,0.002588420201258566,0.002588420201258566,,0,0.1175888524796333,0.09887611085914566,0.08563597267211387
95,95,3,Shared_Core,Shared_Core,Shared_Core,Divergent,0.18867686519588953,0.002891459287288249,0.002891459287288249,,0,0.09737286064773798,0.057057652133393776,0.07586468674355384
96,96,3,Shared_Core,Shared_Core,Shared_Core,Divergent,0.10123627520426938,0.002513637669774345,0.002513637669774345,,0,0.10336569537939404,0.07826861934785648,0.09045327891680327
97,97,3,Shared_Core,Shared_Core,Shared_Core,Divergent,0.08813669969712405,0.0026222469970158075,0.0026222469970158075,,0,0.09701262994278823,0.07652954070301599,0.0860644733307488
98,98,3,Shared_Core,Shared_Core,Shared_Core,Divergent,0.08351452410372545,0.002720557794461819,0.002720557794461819,,0,0.15457247987750075,0.12377225653953337,0.13771649996439617
99,99,2,Shared_Core,Shared_Core,Shared_Core,Random,0.06818050915394426,0.0030376892609887463,0.0030376892609887463,-0.006060606060605989,1,0.07391633367746749,0.08684127031524898,0.0921413111500442
100,100,2,Shared_Core,Shared_Core,Shared_Core,Random,0.05561944670763524,0.002801940957157149,0.002801940957157149,,0,0.09017507307812252,0.10525387410251867,0.1092242933075988
101,101,2,Shared_Core,Shared_Core,Shared_Core,Convergent,0.05509368877909386,0.0029498366402025402,0.0029498366402025402,0.0,1,0.0722478786483407,0.09081286085503441,0.0904099900783463
102,102,3,Shared_Core,Shared_Core,Shared_Core,Random,0.09131354193900139,0.0025607147396277717,0.0025607147396277717,,0,0.032403059024614114,0.026674358156650136,0.035475374823153924
103,103,3,Shared_Core,Shared_Core,Shared_Core,Random,0.15168653303426288,0.0027395151358096,0.0027395151358096,,0,0.10517350872678141,0.11473365720834523,0.14927508013718055
104,104,3,Shared_Core,Shared_Core,Shared_Core,Random,0.12206722495553268,0.0027642846296928856,0.0027642846296928856,,0,0.08796713015274896,0.09406504442511254,0.11632572720109513
105,105,1,Condition_Biased,Biased_Divergent,Divergent,Divergent,0.041172818538493416,0.0029560720730994897,0.0029560720730994897,0.012121212121212144,1,0.050088535643793564,0.042401589009733426,0.04985254709467744
106,106,1,Condition_Biased,Biased_Divergent,Divergent,Divergent,0.057443683924577,0.002769585590083755,0.002769585590083755,,0,0.05485751959545317,0.04499587469867298,0.052799028925823444
107,107,2,Shared_Core,Shared_Core,Shared_Core,Random,0.11974669743958055,0.0030946249968782486,0.0030946249968782486,0.012121212121212144,1,0.04700884291581729,0.03619083374241002,0.05291804239492525
108,108,2,Shared_Core,Shared_Core,Shared_Core,Divergent,0.08644222641235688,0.0030333223446168183,0.0030333223446168183,0.0,1,0.06823862474211441,0.04852710883059199,0.06623265395561855
109,109,1,Condition_Biased,Biased_Divergent,Divergent,Divergent,0.2716245507602075,0.0026651068145141874,0.0026651068145141874,,0,0.024983764726227972,0.01766496247774552,0.01095600248399106
110,110,2,Shared_Core,Shared_Core,Shared_Core,Divergent,0.24773827802272466,0.0029263903083041457,0.0029263903083041457,,1,0.033306040550752355,0.024809750378447234,0.01535069008894039
111,111,1,Condition_Biased,Biased_Divergent,Divergent,Divergent,0.2245264579981202,0.0027424083522623833,0.0027424083522623833,,0,0.01491680727790921,0.012543335842786642,0.0063498277950919035
112,112,2,Shared_Core,Shared_Core,Shared_Core,Divergent,0.05318848712551574,0.002914403511806753,0.002914403511806753,,0,0.06041625515627925,0.049410902520533276,0.059216957821538956
113,113,3,Shared_Core,Shared_Core,Shared_Core,Divergent,0.1398600127190658,0.002485326177275422,0.002485326177275422,,0,0.04666968533188425,0.034869713373679334,0.03556430852322867
114,114,1,Condition_Biased,Biased_Convergent,Convergent,Divergent,0.04657763415806427,0.0024381004332172354,0.0024381004332172354,,0,0.03438786646571531,0.03330026786754686,0.029353776957952615
115,115,2,Shared_Core,Shared_Core,Shared_Core,Random,0.055831318619307777,0.0025616011895736638,0.0025616011895736638,,0,0.030340085716752875,0.026128569749681644,0.03157347629594645
116,116,1,Condition_Biased,Biased_Divergent,Divergent,Divergent,0.030505401160597665,0.0025906503943911355,0.0025906503943911355,,0,0.03913259039813232,0.034984873649639585,0.038646637620122146
117,117,1,Condition_Biased,Biased_Convergent,Convergent,Divergent,0.09233242583977876,0.0025739708969008163,0.0025739708969008163,,0,0.05834619128595917,0.055125118701388594,0.04183976973943186
118,118,2,Shared_Core,Shared_Core,Shared_Core,Random,0.11980525378423455,0.002817243011530357,0.002817243011530357,,0,0.056008003907458435,0.0517997442493363,0.06857782513693426
119,119,2,Shared_Core,Shared_Core,Shared_Core,Random,0.12560312924152986,0.0029246062259055956,0.0029246062259055956,,1,0.050604940224338764,0.04272978195536231,0.060074468965952595
120,120,1,Condition_Biased,Biased_Divergent,Divergent,Convergent,0.054901420714981775,0.0029782842943471516,0.0029782842943471516,0.0,1,0.0568127383212609,0.06387227098580706,0.05763509799585198
121,121,3,Shared_Core,Shared_Core,Shared_Core,Convergent,0.06548699331390265,0.0027607783033129856,0.0027607783033129856,,0,0.06739086422428328,0.07368085313608091,0.0618565428889159
122,122,2,Shared_Core,Shared_Core,Shared_Core,Random,0.13447173345056584,0.0030685599927079534,0.0030685599927079534,-0.006060606060605989,1,0.07015933481956362,0.05856937751489342,0.08436413406196869
123,123,3,Shared_Core,Shared_Core,Shared_Core,Random,0.10152571712969102,0.002765695104787274,0.002765695104787274,,0,0.06886996447499241,0.05579190623759238,0.076417466339119
124,124,2,Shared_Core,Shared_Core,Shared_Core,Divergent,0.08600394151631771,0.002866456614945331,0.002866456614945331,,0,0.13578805618328593,0.12217479682079067,0.10638744572008198
125,125,1,Condition_Biased,Biased_Divergent,Divergent,Divergent,0.07527561562269061,0.0029456355875106762,0.0029456355875106762,-0.012121212121212033,1,0.08208017887407414,0.0730218495976515,0.06815412756775252
126,126,1,Condition_Biased,Biased_Random,Random,Random,0.23227758317101355,0.0026201968397914673,0.0026201968397914673,,0,0.03771862617984254,0.03694381100672578,0.059920646859840915
127,127,2,Shared_Core,Shared_Core,Shared_Core,Random,0.3015747773325272,0.002785202870492613,0.002785202870492613,,0,0.04182219947938637,0.044191986568784584,0.08014737399238529
128,128,1,Condition_Biased,Biased_Random,Random,Random,0.28135884867887906,0.0027307133178851146,0.0027307133178851146,,0,0.05533405555592429,0.055365605762711274,0.09869041754440828
129,129,1,Condition_Biased,Biased_Random,Random,Random,0.33238940929148447,0.0028528808729435216,0.0028528808729435216,,0,0.06172589558146654,0.06809117217306737,0.1295417483105804
130,130,1,Condition_Biased,Biased_Random,Random,Random,0.33915974372394575,0.0026950316065151836,0.0026950316065151836,,0,0.06392170264515826,0.0678143540899905,0.1334782667232282
131,131,1,Condition_Biased,Biased_Convergent,Convergent,Convergent,0.11848459030903906,0.0026394761661586276,0.0026394761661586276,,0,0.029683308367947896,0.03294796091085546,0.022251488968278423
132,132,1,Condition_Biased,Biased_Divergent,Divergent,Divergent,0.141696525922413,0.0024862340448783458,0.0024862340448783458,,0,0.058142628410570725,0.0508877770413482,0.036533037200570107
133,133,3,Shared_Core,Shared_Core,Shared_Core,Random,0.06187861135033826,0.002421012223771397,0.002421012223771397,,0,0.05127866206670641,0.04972013961720877,0.057161295210773296
134,134,2,Shared_Core,Shared_Core,Shared_Core,Divergent,0.028920738096608715,0.0024462312633243203,0.0024462312633243203,,0,0.041204436985094864,0.03695156152493188,0.04082464177838781
135,135,2,Shared_Core,Shared_Core,Shared_Core,Divergent,0.09464721714407161,0.0027932385033695413,0.0027932385033695413,,0,0.09536869236598572,0.09222435751171024,0.06552931815385818
136,136,3,Shared_Core,Shared_Core,Shared_Core,Divergent,0.09269456085260135,0.002926738807150741,0.002926738807150741,,1,0.09748752704340845,0.09312103819299154,0.06877409097541011
137,137,3,Shared_Core,Shared_Core,Shared_Core,Divergent,0.06665750114801408,0.0029228686249419115,0.0029228686249419115,,1,0.09196432555464887,0.09016271674064377,0.0707778163282483
138,138,2,Shared_Core,Shared_Core,Shared_Core,Divergent,0.060678695368677545,0.0025995434135086225,0.0025995434135086225,,0,0.04477768296986738,0.04398448832601644,0.035324414113931585
139,139,1,Condition_Biased,Biased_Convergent,Convergent,Convergent,0.10490580687388858,0.002735152036442121,0.002735152036442121,,0,0.04101419513944977,0.04379291392902218,0.02993987662661256
140,140,3,Shared_Core,Shared_Core,Shared_Core,Divergent,0.07339240790474459,0.002874570373117925,0.002874570373117925,,0,0.10160971009322713,0.09776022494647396,0.07766924168575894
141,141,3,Shared_Core,Shared_Core,Shared_Core,Convergent,0.0738401144208952,0.0028866193544679875,0.0028866193544679875,,0,0.11815453093418832,0.1234202817003563,0.09473919959908182
142,142,3,Shared_Core,Shared_Core,Shared_Core,Convergent,0.044629906774136675,0.0029177331813955965,0.0029177331813955965,,0,0.03946243480075731,0.04441626112607539,0.041779672585879314
143,143,3,Shared_Core,Shared_Core,Shared_Core,Divergent,0.07006412741445,0.0030355412944497425,0.0030355412944497425,-0.006060606060605989,1,0.1047178077040821,0.10446430780683402,0.07754505665577723
144,144,3,Shared_Core,Shared_Core,Shared_Core,Convergent,0.07065183416911658,0.002812663841066034,0.002812663841066034,,0,0.08983311287417847,0.09045498453514286,0.06720052081527132
145,145,1,Condition_Biased,Biased_Random,Random,Convergent,0.041163119494975024,0.0028745817753163864,0.0028745817753163864,,0,0.046432536745053384,0.05397644353951648,0.052984363018450414
146,146,1,Condition_Biased,Biased_Divergent,Divergent,Divergent,0.281804451197541,0.0031474321023190017,0.0031474321023190017,-0.012121212121212033,1,0.1524379913124346,0.0970552727264702,0.07376686278166193
147,147,1,Condition_Biased,Biased_Divergent,Divergent,Divergent,0.29978821879707346,0.0029209953912854246,0.0029209953912854246,,1,0.1252808838642092,0.07735295144338457,0.05762773167454835
148,148,1,Condition_Biased,Biased_Divergent,Divergent,Divergent,0.09575309056812835,0.002774326892984723,0.002774326892984723,,0,0.02724881789156346,0.01879395760359272,0.026179056072776968
149,149,1,Condition_Biased,Biased_Divergent,Divergent,Divergent,0.20693522579909268,0.002885889455838966,0.002885889455838966,,0,0.05956483404502593,0.045368309364353536,0.032910575288714786
150,150,3,Shared_Core,Shared_Core,Shared_Core,Random,0.17237144022513953,0.002892362092363803,0.002892362092363803,,0,0.07200345459083717,0.05849494571211161,0.09242829751561989
