Class_ID,Class_Name,N_Trials,N_Neurons,Effective_Dim_PR,Effective_Dim_eRank,Effective_Dim_90Var
1,Divergent,55,365,16.248863266879376,25.55703963334987,26.0
2,Convergent,55,365,13.752751800096737,23.106512567374473,26.0
3,Random,55,365,14.044982238569858,23.293620630713352,26.0
