Time(s),Accuracy,Baseline,Accuracy_STD
-2.5,0.3611111111111111,0.3888888888888889,0.039283710065919304
-2.25,0.3777777777777778,0.3388888888888889,0.07505142270059054
-2.0,0.4111111111111111,0.37222222222222223,0.04969039949999533
-1.75,0.3777777777777778,0.37222222222222223,0.08914892519934008
-1.5,0.34444444444444444,0.3944444444444445,0.04648111258522642
-1.25,0.3611111111111111,0.37777777777777777,0.08333333333333334
-1.0,0.3833333333333334,0.35,0.0908634846322007
-0.75,0.3611111111111111,0.41666666666666663,0.13465777381712027
-0.5,0.3944444444444445,0.3944444444444445,0.0908634846322007
-0.25,0.40555555555555556,0.3777777777777778,0.06972166887783961
0.0,0.40555555555555556,0.25,0.10686324478706302
0.25,0.46111111111111114,0.31666666666666665,0.10686324478706302
0.5,0.5277777777777778,0.3,0.0809854429839625
0.75,0.5333333333333334,0.34444444444444444,0.09899183156225255
1.0,0.6277777777777778,0.31666666666666665,0.06394924685122964
1.25,0.6055555555555555,0.28888888888888886,0.06334307917217433
1.5,0.6166666666666666,0.3111111111111111,0.10281530846289859
1.75,0.5944444444444444,0.34444444444444444,0.05760122598146587
2.0,0.6,0.32222222222222224,0.037267799624996455
2.25,0.6333333333333333,0.31666666666666665,0.02324055629261317
2.5,0.6222222222222222,0.34444444444444444,0.050460839234958164
2.75,0.6388888888888888,0.35,0.03402069087198856
3.0,0.6222222222222223,0.3388888888888889,0.05414885747116088
3.25,0.6166666666666668,0.3555555555555555,0.05343162239353148
3.5,0.6277777777777778,0.31111111111111106,0.04212708580028636
3.75,0.6333333333333333,0.24444444444444446,0.0496903994999953
4.0,0.6166666666666667,0.2833333333333333,0.0496903994999953
4.25,0.5944444444444443,0.31111111111111106,0.06394924685122963
4.5,0.6277777777777778,0.3055555555555555,0.037267799624996455
4.75,0.6277777777777778,0.32222222222222224,0.03167153958608713
5.0,0.6166666666666667,0.32222222222222224,0.03621779114001468
5.25,0.6222222222222223,0.34444444444444444,0.057601225981465866
5.5,0.6444444444444445,0.3166666666666667,0.06631853547951844
5.75,0.6388888888888888,0.2777777777777778,0.03402069087198856
6.0,0.6166666666666667,0.3111111111111111,0.0908634846322007
6.25,0.6166666666666667,0.3277777777777778,0.0496903994999953
6.5,0.6111111111111112,0.3111111111111111,0.051967463705193596
6.75,0.5555555555555556,0.31666666666666665,0.10758287072798378
7.0,0.5611111111111111,0.3111111111111111,0.04120110270608703
7.25,0.5611111111111111,0.3222222222222222,0.08651339723554129
7.5,0.5444444444444445,0.29444444444444445,0.07243558228002943
7.75,0.5055555555555555,0.3333333333333333,0.09899183156225255
8.0,0.5055555555555555,0.3277777777777778,0.049690399499995354
8.25,0.42777777777777776,0.3222222222222222,0.06394924685122966
8.5,0.3388888888888889,0.3388888888888889,0.08871510790372951
8.75,0.3166666666666667,0.34444444444444444,0.1050426133399391
9.0,0.3388888888888889,0.32222222222222224,0.08651339723554131
9.25,0.3,0.3111111111111111,0.06022078719077444
9.5,0.3,0.32222222222222224,0.04564354645876384
9.75,0.40555555555555556,0.26111111111111107,0.10504261333993913
