level_type,overlap_category,n_neurons,n_important_neurons,important_fraction,mean_selectivity_index,sem_selectivity_index,mean_decoder_importance,sem_decoder_importance,mean_ablation_effect_proxy,sem_ablation_effect_proxy,n_actual_ablation_eval,mean_ablation_drop_actual,sem_ablation_drop_actual
coarse,Condition_Biased,154,31,0.2012987012987,0.1387152784652643,0.007051391094937868,0.0027348404897330173,1.6019545731897806e-05,0.0027348404897330173,1.6019545731897806e-05,30,-0.005858585858585815,0.0016304661282301716
coarse,Shared_Core,211,42,0.19905213270142086,0.10843618291237607,0.004518489088774277,0.0027432917752635805,1.2725626529875097e-05,0.0027432917752635805,1.2725626529875097e-05,30,-0.004444444444444406,0.0012973626534314546
detail,Biased_Convergent,70,12,0.171428571428569,0.14476776203262862,0.01128735408622468,0.002741402672571797,2.24634109325646e-05,0.002741402672571797,2.24634109325646e-05,12,-0.0030303030303029895,0.0017495462702715836
detail,Biased_Divergent,57,14,0.24561403508771498,0.11731338203476341,0.009286156471712666,0.002716394077625051,2.8550897991222393e-05,0.002716394077625051,2.8550897991222393e-05,13,-0.006060606060606015,0.002829392611660154
detail,Biased_Random,27,5,0.18518518518517835,0.16820543575500682,0.018052667190855614,0.002756769848675222,3.721065041227435e-05,0.002756769848675222,3.721065041227435e-05,5,-0.012121212121212078,0.004285495643554834
detail,Shared_Core,211,42,0.19905213270142086,0.10843618291237607,0.004518489088774277,0.0027432917752635805,1.2725626529875097e-05,0.0027432917752635805,1.2725626529875097e-05,30,-0.004444444444444406,0.0012973626534314546
