Neuron_ID,Class_1,Class_2,Class_3,Membership_Pattern,Membership_Count
0,1,1,1,"1,2,3",3
1,1,1,1,"1,2,3",3
2,1,0,0,1,1
3,1,1,1,"1,2,3",3
4,1,1,1,"1,2,3",3
5,1,1,1,"1,2,3",3
6,1,1,1,"1,2,3",3
7,1,1,1,"1,2,3",3
8,1,1,1,"1,2,3",3
9,1,1,1,"1,2,3",3
10,1,1,1,"1,2,3",3
11,1,1,1,"1,2,3",3
12,0,1,0,2,1
13,0,1,0,2,1
14,1,0,0,1,1
15,1,1,1,"1,2,3",3
16,1,0,0,1,1
17,1,1,1,"1,2,3",3
18,1,1,1,"1,2,3",3
19,0,1,0,2,1
20,0,1,0,2,1
21,1,1,0,"1,2",2
22,1,1,1,"1,2,3",3
23,0,1,0,2,1
24,1,1,1,"1,2,3",3
25,0,1,0,2,1
26,1,1,1,"1,2,3",3
27,1,1,0,"1,2",2
28,1,1,1,"1,2,3",3
29,1,0,0,1,1
30,0,1,0,2,1
31,1,1,0,"1,2",2
32,1,1,1,"1,2,3",3
33,1,1,1,"1,2,3",3
34,0,1,0,2,1
35,1,1,1,"1,2,3",3
36,0,1,0,2,1
37,1,1,1,"1,2,3",3
38,0,1,0,2,1
39,0,1,0,2,1
40,0,1,0,2,1
41,1,0,0,1,1
42,1,0,0,1,1
43,1,1,0,"1,2",2
44,1,1,1,"1,2,3",3
45,1,1,1,"1,2,3",3
46,1,1,1,"1,2,3",3
47,1,1,1,"1,2,3",3
48,1,0,0,1,1
49,0,0,1,3,1
50,0,0,1,3,1
51,0,0,1,3,1
52,0,0,1,3,1
53,0,1,0,2,1
54,1,1,1,"1,2,3",3
55,0,1,0,2,1
56,1,1,1,"1,2,3",3
57,1,1,1,"1,2,3",3
58,1,1,1,"1,2,3",3
59,1,1,1,"1,2,3",3
60,1,1,1,"1,2,3",3
61,0,1,0,2,1
62,1,0,0,1,1
63,1,1,1,"1,2,3",3
64,0,1,0,2,1
65,1,1,0,"1,2",2
66,1,1,0,"1,2",2
67,1,0,0,1,1
68,1,1,0,"1,2",2
69,1,1,0,"1,2",2
70,0,0,1,3,1
71,0,1,0,2,1
72,1,0,0,1,1
73,0,1,0,2,1
74,0,1,0,2,1
75,1,1,0,"1,2",2
76,1,1,0,"1,2",2
77,0,1,0,2,1
78,0,1,0,2,1
79,0,1,0,2,1
80,0,1,1,"2,3",2
81,1,0,0,1,1
82,0,1,1,"2,3",2
83,1,1,1,"1,2,3",3
84,1,1,0,"1,2",2
85,1,1,0,"1,2",2
86,0,1,0,2,1
87,0,1,0,2,1
88,1,1,1,"1,2,3",3
89,1,1,1,"1,2,3",3
90,1,1,1,"1,2,3",3
91,1,1,1,"1,2,3",3
92,1,0,1,"1,3",2
93,1,0,0,1,1
94,1,0,0,1,1
95,1,1,1,"1,2,3",3
96,1,1,1,"1,2,3",3
97,1,1,1,"1,2,3",3
98,1,1,1,"1,2,3",3
99,1,1,0,"1,2",2
100,1,1,0,"1,2",2
101,1,1,0,"1,2",2
102,1,1,1,"1,2,3",3
103,1,1,1,"1,2,3",3
104,1,1,1,"1,2,3",3
105,1,0,0,1,1
106,1,0,0,1,1
107,1,0,1,"1,3",2
108,1,0,1,"1,3",2
109,1,0,0,1,1
110,1,0,1,"1,3",2
111,1,0,0,1,1
112,1,0,1,"1,3",2
113,1,1,1,"1,2,3",3
114,0,1,0,2,1
115,0,1,1,"2,3",2
116,1,0,0,1,1
117,0,1,0,2,1
118,1,0,1,"1,3",2
119,1,0,1,"1,3",2
120,1,0,0,1,1
121,1,1,1,"1,2,3",3
122,1,0,1,"1,3",2
123,1,1,1,"1,2,3",3
124,1,1,0,"1,2",2
125,1,0,0,1,1
126,0,0,1,3,1
127,1,0,1,"1,3",2
128,0,0,1,3,1
129,0,0,1,3,1
130,0,0,1,3,1
131,0,1,0,2,1
132,1,0,0,1,1
133,1,1,1,"1,2,3",3
134,1,1,0,"1,2",2
135,1,1,0,"1,2",2
136,1,1,1,"1,2,3",3
137,1,1,1,"1,2,3",3
138,1,1,0,"1,2",2
139,0,1,0,2,1
140,1,1,1,"1,2,3",3
141,1,1,1,"1,2,3",3
142,1,1,1,"1,2,3",3
143,1,1,1,"1,2,3",3
144,1,1,1,"1,2,3",3
145,0,0,1,3,1
146,1,0,0,1,1
147,1,0,0,1,1
148,1,0,0,1,1
149,1,0,0,1,1
150,1,1,1,"1,2,3",3
151,1,1,1,"1,2,3",3
152,1,0,0,1,1
153,1,1,0,"1,2",2
154,1,1,1,"1,2,3",3
155,1,0,0,1,1
156,1,1,1,"1,2,3",3
157,1,1,0,"1,2",2
158,1,1,1,"1,2,3",3
159,1,1,0,"1,2",2
160,1,0,1,"1,3",2
161,0,0,1,3,1
162,1,1,1,"1,2,3",3
163,1,1,1,"1,2,3",3
164,1,1,1,"1,2,3",3
165,1,0,1,"1,3",2
166,1,1,0,"1,2",2
167,1,1,0,"1,2",2
168,1,1,0,"1,2",2
169,0,1,0,2,1
170,0,1,0,2,1
171,0,1,0,2,1
172,1,0,1,"1,3",2
173,0,1,0,2,1
174,0,1,0,2,1
175,1,1,0,"1,2",2
176,0,1,0,2,1
177,1,1,0,"1,2",2
178,1,0,0,1,1
179,1,0,0,1,1
180,1,1,1,"1,2,3",3
181,0,1,0,2,1
182,1,1,0,"1,2",2
183,0,1,0,2,1
184,1,0,1,"1,3",2
185,1,1,1,"1,2,3",3
186,1,1,1,"1,2,3",3
187,1,1,0,"1,2",2
188,1,1,1,"1,2,3",3
189,1,1,1,"1,2,3",3
190,0,0,1,3,1
191,1,1,1,"1,2,3",3
192,1,1,1,"1,2,3",3
193,0,1,0,2,1
194,0,1,0,2,1
195,0,0,1,3,1
196,1,1,1,"1,2,3",3
197,0,1,0,2,1
198,0,1,0,2,1
199,1,1,1,"1,2,3",3
200,1,0,0,1,1
201,1,0,0,1,1
202,0,1,0,2,1
203,1,1,1,"1,2,3",3
204,0,1,1,"2,3",2
205,1,0,1,"1,3",2
206,1,0,1,"1,3",2
207,1,0,1,"1,3",2
208,1,0,0,1,1
209,1,0,0,1,1
210,1,0,0,1,1
211,1,0,1,"1,3",2
212,1,0,1,"1,3",2
213,1,1,1,"1,2,3",3
214,1,1,1,"1,2,3",3
215,0,0,1,3,1
216,1,1,1,"1,2,3",3
217,1,1,0,"1,2",2
218,1,0,1,"1,3",2
219,1,1,0,"1,2",2
220,0,0,1,3,1
221,1,0,1,"1,3",2
222,1,1,1,"1,2,3",3
223,1,1,0,"1,2",2
224,1,1,0,"1,2",2
225,1,0,0,1,1
226,1,0,0,1,1
227,1,1,0,"1,2",2
228,1,0,0,1,1
229,1,0,0,1,1
230,0,1,0,2,1
231,0,1,0,2,1
232,1,1,1,"1,2,3",3
233,1,0,1,"1,3",2
234,1,1,1,"1,2,3",3
235,1,1,1,"1,2,3",3
236,1,0,0,1,1
237,1,1,1,"1,2,3",3
238,1,0,0,1,1
239,1,0,0,1,1
240,0,0,1,3,1
241,0,0,1,3,1
242,0,0,1,3,1
243,0,1,0,2,1
244,1,1,1,"1,2,3",3
245,1,1,1,"1,2,3",3
246,1,1,1,"1,2,3",3
247,0,1,0,2,1
248,1,1,1,"1,2,3",3
249,1,1,1,"1,2,3",3
250,1,0,0,1,1
251,1,0,1,"1,3",2
252,1,1,1,"1,2,3",3
253,1,0,0,1,1
254,1,1,1,"1,2,3",3
255,1,1,1,"1,2,3",3
256,1,1,1,"1,2,3",3
257,0,1,0,2,1
258,0,0,1,3,1
259,1,0,0,1,1
260,1,0,0,1,1
261,0,0,1,3,1
262,0,0,1,3,1
263,0,0,1,3,1
264,1,0,1,"1,3",2
265,1,0,0,1,1
266,1,1,1,"1,2,3",3
267,1,1,1,"1,2,3",3
268,1,1,1,"1,2,3",3
269,1,1,1,"1,2,3",3
270,1,1,1,"1,2,3",3
271,1,1,1,"1,2,3",3
272,1,1,1,"1,2,3",3
273,1,1,1,"1,2,3",3
274,1,1,0,"1,2",2
275,1,1,1,"1,2,3",3
276,0,0,1,3,1
277,1,1,1,"1,2,3",3
278,1,1,0,"1,2",2
279,1,1,1,"1,2,3",3
280,1,0,0,1,1
281,1,0,0,1,1
282,1,1,1,"1,2,3",3
283,1,0,1,"1,3",2
284,1,0,1,"1,3",2
285,1,1,1,"1,2,3",3
286,1,1,1,"1,2,3",3
287,1,1,1,"1,2,3",3
288,0,1,0,2,1
289,1,1,1,"1,2,3",3
290,1,1,0,"1,2",2
291,1,1,1,"1,2,3",3
292,1,1,1,"1,2,3",3
293,0,0,1,3,1
294,0,0,1,3,1
295,0,1,0,2,1
296,0,1,0,2,1
297,0,1,0,2,1
298,0,1,1,"2,3",2
299,1,1,1,"1,2,3",3
300,1,0,0,1,1
301,0,1,1,"2,3",2
302,1,1,1,"1,2,3",3
303,1,1,1,"1,2,3",3
304,1,1,1,"1,2,3",3
305,0,1,0,2,1
306,0,1,0,2,1
307,0,1,0,2,1
308,0,1,0,2,1
309,0,1,0,2,1
310,0,1,0,2,1
311,1,1,0,"1,2",2
312,1,1,0,"1,2",2
313,1,1,0,"1,2",2
314,1,1,0,"1,2",2
315,0,1,0,2,1
316,0,1,0,2,1
317,1,0,1,"1,3",2
318,0,1,0,2,1
319,1,0,0,1,1
320,1,0,1,"1,3",2
321,0,1,0,2,1
322,1,0,0,1,1
323,1,0,0,1,1
324,0,1,0,2,1
325,1,1,1,"1,2,3",3
326,1,1,1,"1,2,3",3
327,1,1,1,"1,2,3",3
328,0,0,1,3,1
329,1,1,1,"1,2,3",3
330,1,1,1,"1,2,3",3
331,1,0,0,1,1
332,0,1,0,2,1
333,1,0,1,"1,3",2
334,1,1,1,"1,2,3",3
335,0,1,0,2,1
336,1,1,0,"1,2",2
337,1,1,0,"1,2",2
338,1,1,1,"1,2,3",3
339,0,1,0,2,1
340,1,1,0,"1,2",2
341,1,0,0,1,1
342,1,1,1,"1,2,3",3
343,1,0,0,1,1
344,0,1,0,2,1
345,0,1,0,2,1
346,1,1,1,"1,2,3",3
347,1,1,1,"1,2,3",3
348,1,1,0,"1,2",2
349,1,1,0,"1,2",2
350,0,0,1,3,1
351,1,1,0,"1,2",2
352,0,1,0,2,1
353,0,1,0,2,1
354,1,0,0,1,1
355,1,1,1,"1,2,3",3
356,1,1,1,"1,2,3",3
357,1,1,1,"1,2,3",3
358,1,1,1,"1,2,3",3
359,1,1,0,"1,2",2
360,1,0,0,1,1
361,1,1,0,"1,2",2
362,1,1,0,"1,2",2
363,0,1,0,2,1
364,0,1,0,2,1
