window_start,window_end,n_trials,n_neurons_used,neuron_mode,n_features_fc,n_components_svd,n_splits,accuracy_mean,accuracy_std,shuffle_accuracy_mean,shuffle_accuracy_std,accuracy_minus_shuffle,activity_decoder_accuracy_ref,fc_minus_activity_ref,recall_Divergent,recall_Convergent,recall_Random
10,30,165,365,rr_union,66430,40,3,0.45454545454545453,0.031491832864888686,0.33171717171717163,0.042437177706555265,0.1228282828282829,0.6555555555555556,-0.20101010101010103,0.38181818181818183,0.509090909090909,0.4727272727272727
