importance_strong_tail_decile10,importance_weak_tail_decile1,importance_gap_d10_minus_d1,corr_mean_decile10,corr_mean_decile1
0.11389243984952518,0.08688806548068492,0.02700437436884026,0.3462549984513863,0.047769303617358
